addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
서울특별시 성동구 마장로 270 경동창고,,1,,A05,A0502,A05020900,2835352,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/45/2835345_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2835345_image3_1.jpg,Type3,127.0398293,37.56563601,6.0,20240100000000.0,16,,인더매스 마장,4759
서울특별시 성동구 서울숲9길 3,B1~2F,1,,A05,A0502,A05020900,2835334,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/33/2835333_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2835333_image3_1.jpg,Type3,127.0435628,37.54837419,6.0,20240200000000.0,16,,서울앵무새,4766
서울특별시 중랑구 망우로73길 26,,1,,A05,A0502,A05020100,2835285,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/81/2835281_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2835281_image3_1.jpg,Type3,127.1033309,37.60172463,6.0,20240100000000.0,25,,홍이네떡볶이,2066
서울특별시 중랑구 면목로74길 6 (면목동),1층,1,,A05,A0502,A05020100,2835205,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/76/2835176_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2835176_image3_1.jpg,Type3,127.0879271,37.58909526,6.0,20240100000000.0,25,,만두향,2161
서울특별시 동대문구 제기로 85,,1,,A05,A0502,A05020100,2835042,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/04/2835004_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2835004_image3_1.jpg,Type3,127.042584,37.5868947,6.0,20240100000000.0,11,,홍능갈비집본점,2470
서울특별시 동대문구 전농로15길 22 북동점포,,1,,A05,A0502,A05020100,2834984,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/76/2834976_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2834976_image3_1.jpg,Type3,127.0563303,37.57809319,6.0,20240200000000.0,11,,은하곱창,2546
서울특별시 동작구 노량진로32길 29-6,,1,,A05,A0502,A05020900,2834955,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/33/2834933_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2834933_image3_1.jpg,Type3,126.956994,37.51236849,6.0,20240200000000.0,12,,더한강,6908
서울특별시 도봉구 방학로7길 99,,1,,A05,A0502,A05020300,2834844,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/40/2834840_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2834840_image3_1.jpg,Type3,127.0364131,37.65822518,6.0,20240600000000.0,10,,사이코우스시 쌍문점,1394
서울특별시 노원구 노해로85길 7 큰집돌솥설렁탕,,1,,A05,A0502,A05020100,2834821,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/00/2834800_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2834800_image3_1.jpg,Type3,127.0648356,37.65572321,6.0,20250100000000.0,9,,풍미연,1695
서울특별시 노원구 동일로242길 100,,1,,A05,A0502,A05020100,2834768,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/59/2834759_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2834759_image3_1.jpg,Type3,127.0606632,37.67448206,6.0,20240200000000.0,9,,응순가재골수제비,1627
서울특별시 강북구 4.19로 69,,1,,A05,A0502,A05020100,2834736,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/09/2834709_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2834709_image3_1.jpg,Type3,127.0071328,37.64573444,6.0,20240800000000.0,3,,대보명가,1014
서울특별시 강동구 아리수로 243,,1,,A05,A0502,A05020900,2834700,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/86/2834686_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2834686_image3_1.jpg,Type3,127.1551134,37.56312727,6.0,20240200000000.0,2,,우드멜로우,5204
서울특별시 강동구 천호옛14길 11,,1,,A05,A0502,A05020900,2834678,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/64/2834664_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2834664_image3_1.jpg,Type3,127.1261723,37.53648539,6.0,20240200000000.0,2,,브랜뉴하이몬드,5379
서울특별시 송파구 문정로1길 33,,1,,A05,A0502,A05020100,2834563,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/59/2834559_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2834559_image3_1.jpg,Type3,127.123485,37.48910196,6.0,20240400000000.0,18,,골목떡볶이,5805
서울특별시 성북구 성북로28길 13,,1,,A05,A0502,A05020900,2834555,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/44/2834544_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2834544_image3_1.jpg,Type3,126.9934716,37.59526784,6.0,20240200000000.0,17,,우주제빵소,2838
서울특별시 성북구 대사관로 40,B동,1,,A05,A0502,A05020900,2834536,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/20/2834520_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2834520_image3_1.jpg,Type3,126.988647,37.59594823,6.0,20240600000000.0,17,,성북동빵공장,2878
서울특별시 도봉구 노해로 243,,1,,A05,A0502,A05020100,2834495,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/89/2834489_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2834489_image3_1.jpg,Type3,127.0352051,37.6515065,6.0,20240100000000.0,10,,감포면옥,1440
서울특별시 강남구 압구정로10길 30-9,지하1층,1,,A05,A0502,A05020200,2834477,39,20220800000000.0,,,,127.0215211,37.52210463,6.0,20240200000000.0,1,,에드엣,6028
서울특별시 구로구 디지털로19길 12,,1,,A05,A0502,A05020400,2834475,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/62/2834462_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2834462_image3_1.jpg,Type3,126.8900843,37.4803599,6.0,20240100000000.0,7,,월래순교자관,8388
서울특별시 관악구 낙성대역길 8,,1,,A05,A0502,A05020900,2834443,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/40/2834440_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2834440_image3_1.jpg,Type3,126.962,37.47725599,6.0,20240200000000.0,5,,쟝블랑제리,8792
서울특별시 관악구 신림로 190,,1,,A05,A0502,A05020100,2834420,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/10/2834410_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2834410_image3_1.jpg,Type3,126.9362886,37.47459473,6.0,20240200000000.0,5,,우리설렁탕,8836
서울특별시 강동구 상암로 286,,1,,A05,A0502,A05020900,2834396,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/88/2834388_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2834388_image3_1.jpg,Type3,127.1541417,37.54552929,6.0,20240600000000.0,2,,스윗솔트,5299
서울특별시 강동구 진황도로 227 하선빌딩,1층,1,,A05,A0502,A05020100,2834380,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/70/2834370_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2834370_image3_1.jpg,Type3,127.1450153,37.52640913,6.0,20240200000000.0,2,,도원한우,5413
서울특별시 종로구 대학로11길 9-2,,1,,A05,A0502,A05020100,2834225,39,20220800000000.0,,,,127.0011241,37.58218339,6.0,20240200000000.0,23,,솔나무길된장예술,3079
서울특별시 마포구 월드컵로17길 38,,1,,A05,A0502,A05020300,2834211,39,20220800000000.0,,,,126.9079333,37.55577923,6.0,20240200000000.0,13,,헤키,4012
서울특별시 노원구 노해로85길 1,,1,,A05,A0502,A05020300,2833461,39,20220800000000.0,,,,127.0650856,37.65560656,6.0,20240100000000.0,9,,스시초심,1695
서울특별시 노원구 동일로 1020 공릉본점닭한마리,,1,,A05,A0502,A05020100,2833427,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/08/2833408_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2833408_image3_1.jpg,Type3,127.0748301,37.62125517,6.0,20240100000000.0,9,,닭한마리 공릉본점,1848
서울특별시 강북구 삼양로181길 56 (우이동),,1,,A05,A0502,A05020900,2833398,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/95/2833395_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2833395_image3_1.jpg,Type3,127.0105041,37.66687371,6.0,20250100000000.0,3,,카페 산아래,1000
서울특별시 강북구 삼각산로 67,,1,,A05,A0502,A05020100,2833385,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/81/2833381_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2833381_image3_1.jpg,Type3,127.0117909,37.64004908,6.0,20240600000000.0,3,,엘림들깨수제비칼국수,1021
서울특별시 구로구 디지털로32나길 51,,1,,A05,A0502,A05020200,2833368,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/65/2833365_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2833365_image3_1.jpg,Type3,126.9006915,37.48499844,6.0,20240200000000.0,7,,메이비카페,8391
서울특별시 마포구 포은로8길 21,,1,,A05,A0502,A05020100,2833276,39,20220800000000.0,,,,126.9059168,37.55669298,6.0,20240200000000.0,13,,송이네,4010
서울특별시 강남구 영동대로 725,,1,,A05,A0502,A05020100,2833050,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/62/2947362_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2947362_image3_1.jpg,Type1,127.0551708,37.52253018,6.0,20250300000000.0,1,,신의주찹쌀순대,6072
서울특별시 노원구 한글비석로47길 58,1층,1,,A05,A0502,A05020100,2833002,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/94/2832994_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2832994_image3_1.jpg,Type3,127.0665964,37.66170866,6.0,20240100000000.0,9,,감동식당,1679
서울특별시 광진구 자양로43길 42,,1,,A05,A0502,A05020100,2832955,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/53/2832953_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2832953_image3_1.jpg,Type3,127.090464,37.55259955,6.0,20240100000000.0,6,,신토불이 떡볶이 본점,4954
서울특별시 광진구 워커힐로 177 워커힐호텔,,1,,A05,A0502,A05020200,2832942,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/34/2832934_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2832934_image3_1.jpg,Type3,127.1069125,37.55188326,6.0,20240100000000.0,6,,비스타 워커힐 서울 피자힐,4963
서울특별시 강북구 삼양로173길 223,,1,,A05,A0502,A05020900,2832918,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/11/2832911_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2832911_image3_1.jpg,Type3,127.0022163,37.65802737,6.0,20240700000000.0,3,,한옥카페 선운각,1002
서울특별시 강서구 대장로 58,,1,,A05,A0502,A05020900,2832899,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/83/2832883_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2832883_image3_1.jpg,Type3,126.7942385,37.54250375,6.0,20240100000000.0,4,,헤이더그린,7505
서울특별시 강서구 공항대로 247 퀸즈파크나인,"b103, b104호",1,,A05,A0502,A05020300,2832867,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/54/2832854_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2832854_image3_1.jpg,Type3,126.8352537,37.55936641,6.0,20240200000000.0,4,,키누카누,7803
서울특별시 강남구 선릉로 803 이니셜타워Ⅱ,"1, 2, 3층",1,,A05,A0502,A05020200,2832821,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/19/2832819_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2832819_image3_1.jpg,Type3,127.0389778,37.52398805,6.0,20240100000000.0,1,,포레스트 청담,6019
서울특별시 도봉구 방학로 312,,1,,A05,A0502,A05020100,2832820,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/11/2832811_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2832811_image3_1.jpg,Type3,127.0177536,37.66294096,6.0,20240100000000.0,10,,황금정원,1317
서울특별시 도봉구 도봉로165길 15,,1,,A05,A0502,A05020100,2832803,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/99/2832799_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2832799_image3_1.jpg,Type3,127.0441591,37.67725922,6.0,20240100000000.0,10,,무수옥,1307
서울특별시 도봉구 도봉로191길 99-6,1층,1,,A05,A0502,A05020100,2832791,39,20220800000000.0,http://tong.visitkorea.or.kr/cms/resource/86/2832786_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2832786_image3_1.jpg,Type3,127.0417562,37.68997714,6.0,20240100000000.0,10,,도봉산양고기,1301
서울특별시 성동구 왕십리로 410 센트라스,,1,,A05,A0502,A05020300,2829629,39,20220700000000.0,,,,127.0247974,37.56533022,6.0,20240100000000.0,16,,다온스시,4701
서울특별시 광진구 아차산로33길 48,,1,,A05,A0502,A05020100,2828669,39,20220700000000.0,,,,127.0709494,37.54243926,6.0,20240100000000.0,6,,건대 숯불부자곱창,5017
서울특별시 서대문구 명물길 50-9,,1,,A05,A0502,A05020300,2828401,39,20220700000000.0,,,,126.9394692,37.55882944,6.0,20240200000000.0,14,,소바연구소,3777
서울특별시 서초구 서초중앙로20길 40,,1,,A05,A0502,A05020200,2828400,39,20220700000000.0,,,,127.0164308,37.49236077,6.0,20240100000000.0,15,,더콘서트,6634
서울특별시 영등포구 시흥대로 629 대진빌딩,1층,1,,A05,A0502,A05020100,2827995,39,20220700000000.0,,,,126.9056799,37.48868977,6.0,20240100000000.0,20,02-835-4795,맛뿔감자탕,7444
서울특별시 강동구 구천면로40길 14,,1,,A05,A0502,A05020700,2827975,39,20220700000000.0,,,,127.1342658,37.54535951,6.0,20240100000000.0,2,,깎뜨쌀국수,5310
서울특별시 종로구 종로3길 17 D타워,,1,,A05,A0502,A05020200,2827893,39,20220700000000.0,,,,126.9789292,37.57104817,6.0,20240100000000.0,23,,멜팅샵X치즈룸,3155
서울특별시 성동구 성수이로12길 15,,1,,A05,A0502,A05020200,2827892,39,20220700000000.0,,,,127.056923,37.53979487,6.0,20240100000000.0,16,,마리오네,4784
서울특별시 종로구 명륜1가 31-20,2층,1,,A05,A0502,A05020900,2827829,39,20220700000000.0,,,,126.9991268,37.58957694,6.0,20250100000000.0,23,,비건카페 달냥,3068
서울특별시 종로구 돈의동,,1,,A05,A0502,A05020200,2826820,39,20220700000000.0,,,,126.9901142,37.57315369,6.0,20240100000000.0,23,,르블란서,3133
서울특별시 종로구 대학로9길 35,,1,,A05,A0502,A05020300,2826636,39,20220700000000.0,,,,127.0000492,37.5819584,6.0,20240100000000.0,23,,호호식당 대학로,3079
서울특별시 강동구 상암로 86,,1,,A05,A0502,A05020100,2826629,39,20220700000000.0,,,,127.1322742,37.54801194,6.0,20240100000000.0,2,,고추장구이,5319
서울특별시 강남구 삼성로 634,,1,,A05,A0502,A05020200,2826407,39,20220700000000.0,http://tong.visitkorea.or.kr/cms/resource/46/3379046_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3379046_image3_1.jpg,Type3,127.0518796,37.51669191,6.0,20250300000000.0,1,,청담나인,6084
서울특별시 중구 을지로3길 49,다동 황소막창,1,,A05,A0502,A05020100,2824948,39,20220600000000.0,,,,126.9807763,37.56822354,6.0,20240100000000.0,24,,다동 황소막창,4521
서울특별시 광진구 능동,256-8 1층,1,,A05,A0502,A05020200,2824947,39,20220600000000.0,,,,127.0884892,37.55279671,6.0,20240100000000.0,6,,멕시칼리,4987
서울특별시 종로구 자하문로11길 8,,1,,A05,A0502,A05020700,2824887,39,20220600000000.0,http://tong.visitkorea.or.kr/cms/resource/73/2824873_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2824873_image3_1.jpg,Type3,126.9707991,37.57974424,6.0,20240100000000.0,23,,준수방키친,3036
서울특별시 성동구 성덕정길 27,,1,,A05,A0502,A05020900,2824027,39,20220600000000.0,,,,127.0468183,37.5392642,6.0,20240100000000.0,16,,소소하게,4774
서울특별시 용산구 한강대로39길 10,,1,,A05,A0502,A05020100,2823949,39,20220600000000.0,,,,126.9686007,37.53087488,6.0,20240100000000.0,21,,고두리 용산점,4376
서울특별시 구로구 경인로53길 15 중앙유통단지,,1,,A05,A0502,A05020300,2823494,39,20220600000000.0,,,,126.8766488,37.50189327,6.0,20240100000000.0,7,,시오리라멘,8217
서울특별시 중구 청파로103길 35,,1,,A05,A0502,A05020100,2823374,39,20220600000000.0,,,,126.96825,37.55764676,6.0,20240100000000.0,24,,이조칼국수,4507
서울특별시 마포구 망원로 52,,1,,A05,A0502,A05020100,2823094,39,20220600000000.0,,,,126.9026004,37.55677069,6.0,20240100000000.0,13,,청아라 생선구이,4008
서울특별시 노원구 공릉로32길 5,1층,1,,A05,A0502,A05020700,2823092,39,20220600000000.0,,,,127.0796213,37.62210794,6.0,20240100000000.0,9,,페페그라노,1824
서울특별시 중구 을지로20길 16,3층,1,,A05,A0502,A05020200,2822168,39,20220500000000.0,,,,126.9952584,37.56573797,6.0,20240100000000.0,24,,지금 여기가 맨 앞,4549
서울특별시 송파구 송파대로28길 27 송파성원쌍떼빌,1층,1,,A05,A0502,A05020100,2821765,39,20220500000000.0,,,,127.120649,37.49482902,6.0,20240100000000.0,18,,진성한우곱창,5718
서울특별시 강남구 강남대로102길 30,,1,,A05,A0502,A05020900,2821755,39,20220500000000.0,,,,127.0278322,37.50288475,6.0,20240100000000.0,1,,썸띵어바웃커피,6128
서울특별시 종로구 자하문로1길 20,,1,,A05,A0502,A05020100,2820890,39,20220500000000.0,,,,126.9712853,37.57658628,6.0,20240100000000.0,23,,서촌쭈꾸미,3041
서울특별시 종로구 사직로 103,,1,,A05,A0502,A05020100,2820889,39,20220500000000.0,,,,126.9702632,37.57630019,6.0,20241200000000.0,23,,경복궁에 맛있는 부엌,3041
"서울특별시 강서구 강서로 231 (화곡동, 우장산역 해링턴 타워)",123호,1,,A05,A0502,A05020200,2820442,39,20220500000000.0,,,,126.8359846,37.54631238,6.0,20240100000000.0,7,,그린프루츠,7705
서울특별시 종로구 자하문로1길 12,,1,,A05,A0502,A05020100,2820424,39,20220500000000.0,,,,126.971763,37.57662518,6.0,20240100000000.0,23,,다래국수,3041
서울특별시 동대문구 회기로13길 19,,1,,A05,A0502,A05020100,2819962,39,20220500000000.0,,,,127.0508915,37.5923581,6.0,20240100000000.0,11,,인더베이글,2454
서울특별시 종로구 자하문로1길 7-1,,1,,A05,A0502,A05020700,2819304,39,20220500000000.0,,,,126.9719547,37.57651686,6.0,20240100000000.0,23,,아시안쿠진 경복궁점,3041
서울특별시 종로구 자하문로1길 39,,1,,A05,A0502,A05020100,2818856,39,20220500000000.0,,,,126.9701465,37.57665014,6.0,20240100000000.0,23,,라면점빵,3041
서울특별시 관악구 남부순환로 1852,(봉천동) 5층,1,,A05,A0502,A05020900,2818756,39,20220500000000.0,,,,126.955595,37.47995278,6.0,20240100000000.0,5,,사담,8789
서울특별시 종로구 자하문로1길 13,(내자동),1,,A05,A0502,A05020100,2818750,39,20220500000000.0,,,,126.9716797,37.57646964,6.0,20240100000000.0,23,,뼈탄집,3041
서울특별시 중랑구 봉화산로56길 76-4,,1,,A05,A0502,A05020100,2818584,39,20220500000000.0,,,,127.0976535,37.60544909,6.0,20250100000000.0,25,,참숯골,2069
서울특별시 송파구 천호대로152길 13 성신빌라,,1,,A05,A0502,A05020200,2817111,39,20220400000000.0,,,,127.1218088,37.53775739,6.0,20240100000000.0,18,,"미도리파티 (구, 풍납동 미도리)",5511
서울특별시 강서구 강서로47가길 33 덕산빌딩,,1,,A05,A0502,A05020900,2817068,39,20220400000000.0,,,,126.8357761,37.55116459,6.0,20240500000000.0,4,,브라운씨카페,7639
서울특별시 중구 을지로44길 12 뉴금호타워,,1,,A05,A0502,A05020700,2817062,39,20220400000000.0,,,,127.0063574,37.56565763,6.0,20240100000000.0,24,,잘루스,4561
서울특별시 동대문구 회기로 139,2층,1,,A05,A0502,A05020200,2816972,39,20220400000000.0,,,,127.0519775,37.59151933,6.0,20240100000000.0,11,,코지인무르무르,2454
서울특별시 용산구 신흥로3길 2,,1,,A05,A0502,A05020200,2816970,39,20220400000000.0,,,,126.9869487,37.54124345,6.0,20240600000000.0,21,,보니스피자펍,4338
서울특별시 종로구 돈화문로4길 30,,1,,A05,A0502,A05020100,2816893,39,20220400000000.0,,,,126.993914,37.57010689,6.0,20240100000000.0,23,,하나면옥,3193
서울특별시 성동구 뚝섬로 404 스노화이트성수1,,1,,A05,A0502,A05020400,2816891,39,20220400000000.0,,,,127.0553898,37.53862554,6.0,20240100000000.0,16,,중국관,4776
서울특별시 마포구 월드컵로13길 55-24,,1,,A05,A0502,A05020900,2816154,39,20220400000000.0,,,,126.9065474,37.55437937,6.0,20240100000000.0,13,,레스피레,4014
서울특별시 동대문구 회기로 110,,1,,A05,A0502,A05020300,2816100,39,20220400000000.0,,,,127.0486861,37.59145261,6.0,20240100000000.0,11,,시키카츠,2457
서울특별시 마포구 성미산로23안길 23,,1,,A05,A0502,A05020900,2815891,39,20220400000000.0,,,,126.9209985,37.56623103,6.0,20240100000000.0,13,,브래디스커피,3979
서울특별시 종로구 자하문로 50,,1,,A05,A0502,A05020900,2815711,39,20220400000000.0,,,,126.9713991,37.58050527,6.0,20240100000000.0,23,,소울,3043
서울특별시 마포구 동교로 256-10,,1,,A05,A0502,A05020700,2815662,39,20220400000000.0,,,,126.9251982,37.56250931,6.0,20240100000000.0,13,,키친숲,3982
서울특별시 마포구 연남로3길 33,,1,,A05,A0502,A05020300,2815426,39,20220400000000.0,,,,126.920907,37.56064001,6.0,20240100000000.0,13,,566라멘,3990
서울특별시 동대문구 서울시립대로29길 3,,1,,A05,A0502,A05020200,2815401,39,20220400000000.0,,,,127.0541692,37.5839147,6.0,20240100000000.0,11,,봄솔레씨네,2492
서울특별시 광진구 아차산로33길 28-10,,1,,A05,A0502,A05020200,2815129,39,20220400000000.0,,,,127.0707994,37.54176156,6.0,20240100000000.0,6,,뉴웨이브서울,5017
서울특별시 강남구 논현로30길 50,,1,,A05,A0502,A05020300,2815128,39,20220400000000.0,,,,127.0457533,37.48502325,6.0,20240100000000.0,1,,알마튜나 도곡점,6301
서울특별시 용산구 백범로99길 50,,1,,A05,A0502,A05020100,2815118,39,20220400000000.0,,,,126.9722586,37.53604934,6.0,20240100000000.0,21,,몽탄,4375
서울특별시 용산구 백범로 291,,1,,A05,A0502,A05020900,2814836,39,20220400000000.0,,,,126.9617011,37.53942654,6.0,20250400000000.0,21,,다과상사,4317
서울특별시 마포구 양화로23길 10-10,,1,,A05,A0502,A05020300,2814649,39,20220300000000.0,,,,126.9257871,37.55935691,6.0,20240100000000.0,13,,온정텐동,3985
서울특별시 마포구 와우산로 130,,1,,A05,A0502,A05020900,2814573,39,20220300000000.0,,,,126.9280065,37.55342986,6.0,20240100000000.0,13,,버터밀크,4059
서울특별시 종로구 평창문화로 136 킴스관광호텔,,1,,A05,A0502,A05020100,2814408,39,20220300000000.0,,,,126.9751701,37.60954641,6.0,20240100000000.0,23,,두레유,3010
서울특별시 종로구 계동길 128 서울빌라,,1,,A05,A0502,A05020900,2812755,39,20220300000000.0,,,,126.9870281,37.58302193,6.0,20240100000000.0,23,,갤러리 더 스퀘어,3057
서울특별시 종로구 자하문로1길 54,,1,,A05,A0502,A05020100,2812642,39,20220300000000.0,,,,126.9695271,37.57707231,6.0,20240100000000.0,23,,돌솥추어탕,3041
