addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
서울특별시 중구 정동길 35 (정동),,1,,A05,A0502,A05020900,3354907,39,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/64/3427964_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3427964_image3_1.jpg,Type1,126.9723827,37.56610419,6.0,20241100000000.0,24,,라운드앤드,4518
서울특별시 광진구 능동로16길 30 (화양동),1층,1,,A05,A0502,A05020200,3354875,39,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/76/3354876_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3354876_image3_1.jpg,Type3,127.0748434,37.54478628,6.0,20250300000000.0,6,,페르바코,5021
서울특별시 송파구 백제고분로9길 5 (잠실동),,1,,A05,A0502,A05020900,3334388,39,20240700000000.0,,,,127.0796884,37.50945436,6.0,20250300000000.0,18,,하우스서울,5561
서울특별시 중구 퇴계로87길 3-8 (황학동),,1,,A05,A0502,A05020900,3329779,39,20240600000000.0,,,,127.0209088,37.56617172,6.0,20250300000000.0,24,,올로지,4576
서울특별시 중구 삼일대로12길 16-6 (을지로2가),,1,,A05,A0502,A05020900,3318451,39,20240600000000.0,,,,126.9886229,37.56662386,6.0,20250300000000.0,24,,커피한약방,4542
서울특별시 중구 명동8길 8-11 (명동2가),,1,,A05,A0502,A05020100,3303211,39,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/02/3303202_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/02/3303202_image3_1.JPG,Type3,126.9839762,37.56323251,6.0,20250300000000.0,24,,다올 숯불구이,4536
서울특별시 강남구 언주로170길 20 (신사동),1층,1,,A05,A0502,A05020900,3115811,39,20240400000000.0,http://tong.visitkorea.or.kr/cms/resource/04/3300504_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3300504_image3_1.jpg,Type3,127.0352198,37.526721,6.0,20240500000000.0,1,,몽블랑드파리 강남점,6017
서울특별시 용산구 신흥로20길 43 (후암동),,1,,A05,A0502,A05020900,3113785,39,20240400000000.0,,,,126.9840683,37.54744545,6.0,20250300000000.0,21,,어반클리프,4328
서울특별시 강남구 도산대로45길 10-5 (신사동),,1,,A05,A0502,A05020200,3108201,39,20240300000000.0,http://tong.visitkorea.or.kr/cms/resource/91/3108191_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3108191_image3_1.jpg,Type3,127.036217,37.52348528,6.0,20240300000000.0,1,,에빗,6021
서울특별시 중구 퇴계로85길 7 (황학동),,1,,A05,A0502,A05020100,3094724,39,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/16/3094716_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3094716_image3_1.jpg,Type3,127.0195506,37.56615503,6.0,20240200000000.0,24,,옥경이네 건생선,4576
서울특별시 중구 서소문로 109 (서소문동),,1,,A05,A0502,A05020100,3094657,39,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/54/3094654_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3094654_image3_1.jpg,Type3,126.9732355,37.56305178,6.0,20240200000000.0,24,,서화,4515
서울특별시 중구 남대문로5길 23 (북창동),,1,,A05,A0502,A05020100,3094628,39,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/21/3094621_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/21/3094621_image3_1.JPG,Type3,126.978935,37.56249084,6.0,20240200000000.0,24,,애성회관 한우곰탕,4526
서울특별시 중구 을지로1길 46 (다동),,1,,A05,A0502,A05020100,3094599,39,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/97/3094597_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/97/3094597_image3_1.JPG,Type3,126.9799514,37.56817353,6.0,20240200000000.0,24,,동원집,4521
서울특별시 종로구 청계천로 35 (서린동),,1,,A05,A0502,A05020100,3094461,39,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/54/3094454_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3094454_image3_1.jpg,Type3,126.9813929,37.56939285,6.0,20240200000000.0,23,,호면정,3188
서울특별시 종로구 종로5길 7 (청진동),타워8빌딩 지하 2층,1,,A05,A0502,A05020100,3094421,39,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/20/3094420_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3094420_image3_1.jpg,Type3,126.9805735,37.57067047,6.0,20240200000000.0,23,,진진수라,3157
서울특별시 종로구 삼일대로17길 17 (관철동),,1,,A05,A0502,A05020100,3094357,39,20240200000000.0,,,,126.9865063,37.56911242,6.0,20240200000000.0,23,,신촌황소곱창,3190
서울특별시 종로구 무교로 42 (서린동),,1,,A05,A0502,A05020300,3094282,39,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/80/3094280_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3094280_image3_1.jpg,Type3,126.9795014,37.56972334,6.0,20240200000000.0,23,,신성일식,3188
서울특별시 종로구 삼일대로17길 15 (관철동),,1,,A05,A0502,A05020100,3094138,39,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/36/3094136_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3094136_image3_1.jpg,Type3,126.9866397,37.56913742,6.0,20240200000000.0,23,,샤오바오우육면 종로본점,3190
서울특별시 종로구 성균관로 9-1 (명륜2가),,1,,A05,A0502,A05020100,3094113,39,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/12/3094112_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3094112_image3_1.jpg,Type3,126.9979271,37.58383314,6.0,20240200000000.0,23,,나누미떡볶이,3073
서울특별시 종로구 청계천로 85 (관철동),삼일빌딩 2층,1,,A05,A0502,A05020100,3094094,39,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/87/3094087_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3094087_image3_1.jpg,Type3,126.9871813,37.56870415,6.0,20240200000000.0,23,,31금룡,3190
서울특별시 동대문구 휘경로 16 (이문동),2층,1,,A05,A0502,A05020100,3094069,39,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/63/3094063_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3094063_image3_1.jpg,Type3,127.0616654,37.59571068,6.0,20240200000000.0,11,,구기우육도삭면,2441
서울특별시 성동구 독서당로40길 25-1 (옥수동),1층 부부요리단,1,,A05,A0502,A05020100,3085313,39,20231200000000.0,,,,127.0175515,37.54286325,6.0,20240100000000.0,16,,부부요리단,4739
서울특별시 종로구 백석동길 7 (부암동),,1,,A05,A0502,A05020100,3085030,39,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/98/3084498_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/98/3084498_image3_1.JPG,Type3,126.9656242,37.59292873,6.0,20240200000000.0,23,,부암동 계열사,3020
서울특별시 마포구 잔다리로6길 40-6 (서교동),3층,1,,A02,A0203,A02030400,3082384,39,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/79/3082379_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/79/3082379_image3_1.JPG,Type3,126.92131,37.55217989,6.0,20240100000000.0,13,,홍대반지카페,4042
서울특별시 송파구 송파대로49길 37 (석촌동),,1,,A05,A0502,A05020900,3082222,39,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/94/3082194_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3082194_image3_1.jpg,Type3,127.1005838,37.50637176,6.0,20250300000000.0,18,,카페 마나랑,5611
서울특별시 관악구 관악로14길 16 (봉천동),B1,1,,A05,A0502,A05020200,3082020,39,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/16/3082016_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/16/3082016_image3_1.JPG,Type3,126.9534147,37.47912784,6.0,20240100000000.0,5,,쑥고개,8788
서울특별시 강남구 선릉로 524 (삼성동),대림아크로텔 109호,1,,A05,A0502,A05020300,3080912,39,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/08/3080908_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/08/3080908_image3_1.JPG,Type3,127.0483691,37.50668468,6.0,20240100000000.0,1,,잇쇼우,6161
서울특별시 강남구 언주로170길 22 (신사동),지하1층,1,,A05,A0502,A05020200,3076413,39,20231200000000.0,,,,127.0354364,37.52666268,6.0,20241100000000.0,1,,키친마이야르,6017
서울특별시 강서구 마곡중앙12로 10 (마곡동),코트야드 메리어트 서울 보타닉 파크,1,,A05,A0502,A05020700,3076134,39,20231200000000.0,,,,126.8294429,37.56702652,6.0,20241100000000.0,4,,코트야드 메리어트 서울 보타닉 파크 가든키친,7789
서울특별시 강남구 도산대로17길 10 (신사동),B1,1,,A05,A0502,A05020900,3075321,39,20231000000000.0,,,,127.0249376,37.51943555,6.0,20241100000000.0,1,,새들러하우스(SADDLER HAUS),6037
서울특별시 종로구 창의문로 132 (부암동),,1,,A05,A0502,A05020900,3065976,39,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/61/3065961_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3065961_image3_1.jpg,Type3,126.9659992,37.59274542,6.0,20250100000000.0,23,,클럽에스프레소,3020
서울특별시 송파구 충민로 66 (문정동),가든파이브 NC백화점 송파점 영관 6층,1,,A05,A0502,A05020900,3060930,39,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/99/3053899_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3053899_image3_1.jpg,Type3,127.1249769,37.4776672,6.0,20241100000000.0,18,,코코몽키즈랜드 송파점,5838
