contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,booktour,firstimage,firstimage2,cpyrhtDivCd,areacode,sigungucode,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
2751589,39,금성식당,2.02109E+13,2.02407E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/87/2932287_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2932287_image3_1.jpg,Type3,31,23,A05,A0502,A05020100,경기도 용인시 처인구 양지면 남평로 16,,17161,127.2868358,37.23183193,6,"3대째 이어져 온 36년 전통의 직접 만든 손두부, 청국장, 토종닭백숙 전문점이다.  36명 룸, 32명 룸,  16명 룸, 10명 룸, 8명 룸을 갖추고 있다. 새벽부터 만든 뜨끈뜨끈하고 보드라운 옛날 손두부를 맛볼 수 있다. 청국장은 포장해서 판매하고 있으며, 비지는 무료로 제공된다. ‘식객 허영만의 백반기행’에 소개되면서 청국장을 찾는 손님들이 많아졌다."
2893567,39,금수강산,2.02211E+13,2.02402E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/63/2893563_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2893563_image3_1.jpg,Type3,31,2,A05,A0502,A05020100,경기도 고양시 덕양구 혜음로107번길 29,,10272,126.9001435,37.71084994,6,"금수강산은 일산 고양동에서 오랫동안 운영해 온 생고기 맛집이다. 주택 스타일의 외관과 밖에서 차 마시는 원두막 모양의 공간이 정겨운 느낌을 준다. 내부는 입식 테이블 좌석이 넓게 마련되어 있고 개별 룸도 많아 소규모 모임이나 가족 모임에 적당하다. 메뉴로는 생등심, 수제돼지갈비양념구이, 생삼겹살 등이 있고, 주꾸미 쌈밥정식, 제육 쌈밥정식도 있다. 쌈 채소를 직접 재배해 손님상에 내놓는다. 기본 반찬은 정갈하고 담백한 맛이며, 식당 앞에 주차장이 넓게 있다."
2810960,39,금스시,2.02203E+13,2.02401E+13,,,,,,,,31,8,A05,A0502,A05020300,경기도 김포시 걸포2로 83 한강메트로자이1단지,파인스타동 1층 126호,10099,126.7015777,37.63319433,6,"금스시는 걸포동에 위치한 초밥전문점이다. 평일점심특선 메뉴가 있어 가성비가 좋다. 초밥 외에도 롤, 덮밥, 사시미 등이 있으며 초밥은 세트메뉴, 단품메뉴, 한 가지 초밥 등 취향에 맞게 고를 수 있는 폭이 넓다."
2831015,39,금오식당,2.02208E+13,2.02501E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/06/2831006_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2831006_image3_1.jpg,Type3,31,25,A05,A0502,A05020100,경기도 의정부시 호국로1483번길 10 의정부부대찌게,,11762,127.0655272,37.75310633,6,"경기 의정부시 금오동에 있는 부대찌개 및 곱창전골 전문점이다. 수요미식회 48회 곱창전골 맛집, KBS2 생생정보 1,515회 곱창전골 맛집 등 다수 방송에서 전골 전문 맛집으로 소개된 바 있다. 대표메뉴로 부대찌개, 곱창전골이 있으며, 치즈돈가스와 막국수도 별미다. 시원한 물김치도 판매하고 있다. 돈가스 메뉴는 어린이나 부대찌개 먹기 부담스러운 일행이 먹기 좋다. 입구에 레트로 감성의 게임기 3대가 있다. 큰 대로변 2층 건물 매장인데다 경전철 새말역과 가까워서 찾아가기 쉽다."
2844739,39,금정참치 본점,2.02208E+13,2.02402E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/34/2844734_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2844734_image3_1.jpg,Type3,31,13,A05,A0502,A05020300,경기도 수원시 권선구 서수원로523번길 20-8,,16393,126.9583089,37.27240746,6,"금정참치 본점은 어울림공원 근처에 있는 숙성 참치 무한리필 집이다. 빌라 건물 1층으로 건물 앞에 주차를 할 수 있지만 협소하다. 내부가 크지 않고 바 형식으로 되어 있으며 테이블 수가 적다. 이곳은 참치 오마카세 단일메뉴로 입장 후 최대 2시간 30분 동안 이용할 수 있다. 기본 찬으로는 죽과 샐러드, 초밥, 메로구이가 제공된다. 사장님의 부위별 설명을 들으며 무한리필로 제공되는 숙성 참치의 다양한 부위를 맛볼 수 있다. 부모 동반 미취학 아동은 밤 9시 이후 무료입장할 수 있다. 이 식당은 오픈 전부터 대기 명단에 대기자가 많은 곳으로 웨이팅이 다소 긴 편이다."
2830327,39,금천한우타운,2.02207E+13,2.02401E+13,,,"<a href=""https://beefncamping.tistory.com""target=""_blank"" title=""새창 : 금천한우타운 사이트로 이동"">https://beefncamping.tistory.com</a>",,http://tong.visitkorea.or.kr/cms/resource/18/2830318_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/18/2830318_image3_1.jpeg,Type3,31,4,A05,A0502,A05020100,경기도 광명시 가학로 177,,14340,126.8641636,37.40989262,6,"금천한우타운은 경기도 광명시 가학동에 있는 정육식당이다. 숲 속 대형 캠핑 텐트에서 바비큐를 즐길 수 있다. 나무 사이를 연결한 해먹에서 낮잠을 즐길 수 있다. 또한, 어린이들이 즐겁게 뛰어놀 수 있는 트램펄린도 있다. 텐트는 1부와 2부로 나뉘어 운영되며, 이용 금액이 있다. 식당에서 필요한 식품이나 도구를 구매하거나 대여할 수 있다. 캠핑 텐트를 이용하지 않는 개인 혹은 단체 손님을 위한 하우스 식당과 실내 식당이 있다. 족구장이 있는 뒷마당은 체육행사를 할 수 있을 정도로 넓다."
2781629,39,금촌야식,2.02111E+13,2.02412E+13,,,,,,,,31,27,A05,A0502,A05020100,경기도 파주시 아리랑로 11,(금촌동),10913,126.7672598,37.76168608,6,"금촌야식은 경기도 파주시 금촌동에 자리 잡고 있다. 대표 메뉴는 오삼불고기다. 이 밖에 국내산 배추, 마늘, 고춧가루로 맛을 낸 묵은지 닭볶음탕을 비롯해 제육볶음, 우리 돼지 갈비찜, 생고기 김치전골을 판다. 음식점은 수도권 지하철 경의중앙선 금촌역에서 가까운 거리에 있다. 주변에는 금촌 통일시장, 퍼스트 가든, 헤이리마을이 있다."
2853061,39,금포칼국수 라베니체 장기동 본점,2.02209E+13,2.02402E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/52/2853052_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2853052_image3_1.jpg,Type3,31,8,A05,A0502,A05020100,경기도 김포시 김포한강2로23번길 60,,10090,126.6798767,37.64065974,6,"금포칼국수는 경기도 김포시 장기동 라베니체 근처 줄리아 레스토랑 건물 2층에 위치해 있다. 이곳은 셀프 매장으로 입구에 있는 키오스크를 통해 주문하면 된다. 이 식당의 장점은 녹두죽, 호박죽, 동동주, 음료수, 공깃밥, 커피 등을 모두 무료로 제공하고 있다. 기본 반찬은 직접 셀프바를 이용해야 하며, 이용 시간은 1시간 30분으로 제한된다. 고구마, 감자, 옥수숫가루를 혼합해서 직접 뽑은 탱글탱글한 생면과 잘게 찢은 닭고기로 만든 닭칼국수를 즐길 수 있다."
2754744,39,금화루,2.0211E+13,2.02407E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/02/2768302_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2768302_image2_1.jpg,Type3,31,13,A05,A0502,A05020400,경기도 수원시 영통구 영통로174번길 9,(망포동),16690,127.0561258,37.24327924,6,금화루는 망포역 근처에 있는 중국요리 전문점으로 탕수육과 짜장면 맛집이다. 메뉴는 여느 중국집들처럼 다양하다. 배달 서비스가 없어 직접 찾아가야 한다. 후식으로 매실차가 나온다. 주차장이 협소하여 대중교통을 이용하는 편이 낫다.  2층에 있는 홀은 넓은 편이다. 2층 건물 외관에 중국풍 등을 달아놓아 쉽게 눈에 띈다. 런치 스페셜은 평일 오전 11시 30분에서 오후 2시 30분까지만 판매하는데 2인 이상 주문할 수 있다. 주문과 동시에 조리가 시작되기 때문에 웨이팅 시간이 있다.
2847112,39,기브닝커피,2.02208E+13,2.02412E+13,,,"<a href=""https://www.instagram.com/giveningcoffee""target=""_blank"" title=""새창 : 기브닝커피 사이트로 이동"">https://www.instagram.com/giveningcoffee</a>",,http://tong.visitkorea.or.kr/cms/resource/93/2847093_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/93/2847093_image3_1.jpeg,Type3,31,14,A05,A0502,A05020900,경기도 시흥시 서해안로1780번길 9,,14924,126.8009514,37.45760818,6,"기브닝커피는 경기도 시흥시 계수동에 있는 브런치 카페다. 총 2층 건물로 야외 테라스와 루프탑이 있다. 내부는 넓고 쾌적하며 곳곳에 다양한 소품이 장식되어 있다. 다양한 좌석이 있으며 좌식 룸도 있다. 대표 메뉴는 드라이 카푸치노이다. 이외에도 커피, 차, 라테, 에이드 등의 음료를 판매한다. 또한, 크로플, 조각 케이크 같은 디저트와 베이커리가 있다. 샐러드, 파스타 같은 브런치 메뉴도 있다. 단, 브런치 메뉴는 평일에는 16:30분, 주말에는 18:30분까지만 주문할 수 있다. 카페 앞에 전용 주차장이 있어 자동차로 편하게 이용할 수 있다. 반려동물은 야외 자리에서만 동반할 수 있다. 경기 둘레길 시흥 54코스, 소래산 삼림욕장과 가까워 함께 둘러보기 좋다."
2789409,39,기산골,2.02112E+13,2.02501E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/46/2796346_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2796346_image3_1.jpg,Type3,31,18,A05,A0502,A05020100,경기도 양주시 백석읍 권율로847번길 68,,11518,126.9570309,37.77548788,6,"기와지붕과 황토 흙벽, 서까래와 대들보가 드러난 건물에 전통소품이 가득한 토속음식점이다. 기산골 계곡과 기산 저수지를 끼고 있어 여행객들이 많이 찾는다. 쟁반 막국수를 비롯해 해물파전, 감자전 등이 있으며 특히 여름철 보신 메뉴로 능이 닭백숙과 옻닭백숙이 인기다. 냉동식품을 사용하지 않고 당일 준비된 생물 재료를 사용한다. 단체석이 준비되어 있으며 민박을 겸한다. 방문 전 예약을 필수로 해야 한다."
2742244,39,기와 백운호수점,2.02109E+13,2.02503E+13,,,"<a href=""https://www.instagram.com/bistrokiwa"" target=""_blank"" title=""새창 : 비스트로 기와 인스타그램으로 이동"">https://www.instagram.com/bistrokiwa</a>",,http://tong.visitkorea.or.kr/cms/resource/01/2742401_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/01/2742401_image2_1.jpeg,Type3,31,24,A05,A0502,A05020200,경기도 의왕시 백운로 481 (학의동),,16015,126.9994438,37.37929025,6,"비스트로 기와는 의왕시 백운호수 앞 위치한 이탈리안 레스토랑&카페이다. 1층에서는 음료와 디저트를, 2층에서는 식사를 즐길 수 있는 공간이 마련되어 있다. 샐러드, 파스타, 스테이크 어떤 메뉴를 선택하더라도 만족할만한 식사가 제공된다. 최상의 식재료를 사용해 고객의 니즈를 충족시키기에 부족함이 없다. 또한 백운호수가 한눈에 들어오는 뷰 또한 자랑할만한 점이다."
2854767,39,기와골,2.02209E+13,2.02406E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/66/2854766_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2854766_image3_1.jpg,Type3,31,29,A05,A0502,A05020100,경기도 포천시 광릉수목원로779번길 11,,11187,127.1516105,37.77082805,6,"기와골은 포천시 국립수목원 근처에 있는 한옥 식당이다. 100년이 넘은 한옥으로 옛날 모습을 최대한 살려 사용하고 있는 식당이라 정겹고 고전적인 분위기다. 주메뉴는 오리 진흙구이로, 오리 배 속에 찹쌀과 견과류를 넣고 오리 겉에 진흙을 발라 구워 먹는다. 오리 구이는 예약하고 가야만 먹을 수 있는 요리라 반드시 예약해야 한다. 이동갈비나 돼지갈비는 예약 없이 먹을 수 있어 갈비를 먹기 위해 방문하는 고객도 많다. 갈비는 초벌구이를 한 것을 먹을 수도 있고, 처음부터 테이블에서 구워 먹을 수도 있다. 주차는 전용 주차장에 편히 할 수 있다. 광릉 국립수목원 근처이니 식사 전후에 수목원을 둘러볼 수 있다."
133834,39,기와집순두부,2.00402E+13,2.02504E+13,031-576-9009,기와집순두부,,,,,,31,9,A05,A0502,A05020100,경기도 남양주시 조안면 북한강로 133,,12282,127.3024257,37.53723572,6,"기와집순두부는 남양주 조안면 북한강변에 있는 두부 전문음식점이다. 이 음식점의 두부는 화학 재료을 쓰지 않고 천연간수만 사용하며 강원도산 노란 콩과 100% 국내산 콩만을 이용해 재래식 방법으로 두부를 만들어 고소함과 깊은 맛이 일품이다. 하루 종일 수시로 콩을 갈고 순두부를 걷어내 그때그때 방금 떠낸 순두부를 상차림에 올려 따끈하고 몽글몽글한 순두부를 맛볼 수 있다. 반찬으로 나오는 익은 배추김치, 새콤하게 무친 오징어젓갈, 삼삼한 배추겉절이, 유채 나물, 새콤달콤한 미역 초무침이 순수한 맛의 순두부와 어우러져 입맛을 돋운다. 조금은 투박하게 썬 파가 들어간 간장 양념을 곁들어 먹는 맛도 괜찮다. 
주말 점심은 방문객이 많아 대기시간 역시 길어지므로 조금 이른 시간에 방문하는 것을 추천한다. 인근 두물머리에서 산책하고 기와집순두부에 들러 맛있는 식사를 하는 나들이 맞춤 코스로도 손색이 없다. 오랜 기와집이 운치를 더해 먹는 즐거움과 함께 보는 즐거움도 느낄 수 있다."
2781926,39,기와집순두부,2.02111E+13,2.02408E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/82/2782382_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2782382_image2_1.jpg,Type3,31,30,A05,A0502,A05020100,경기도 하남시 윗배알미길 223,(배알미동),13029,127.2731152,37.51209089,6,"오래된 아담한 한옥 건물의 정겨운 맛을 간직한 순두부 음식점이다. 직접 만드는 순두부는 맛과 담백함을 동시에 느낄 수 있다. 인공조미료를 전혀 사용하지 않아 우리 고유의 맛을 잘 간직하고 있다. 기호에 따라 얼큰해물순두부, 들깨탕버섯순두부를 선택할 수 있다. 또한 수육, 두부김치, 메밀전병 등 다양한 메뉴 또한 선택 가능하다. 여러 메뉴를 한 번에 맛볼 수 있는 정식도 준비되어있다."
2747109,39,기와집장어,2.02109E+13,2.02408E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/92/2747192_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/92/2747192_image2_1.jpeg,Type3,31,13,A05,A0502,A05020100,경기도 수원시 권선구 서수원로594번길 251,(입북동),16372,126.9583252,37.2856337,6,"수원 기와집 장어는 푸짐하고 두툼한 두께에 부드러우면서도 쫄깃한 식감을 자랑하는 장어구이 전문점이다. 원기회복에 도움을 주는 음식으로 잘 알려진 장어를 소금구이와 양념구이, 탕으로 즐길 수 있으며 장어를 안 먹는 사람을 위해 전복구이와 잔치국수도 준비했다. 밑반찬은 셀프 코너를 통해 얼마든지 가져다 먹을 수 있다. 신선하고 알찬 특급 장어만을 사용하고 있으며 예약하면 단체석도 이용할 수 있다. 주차시설이 잘 마련되어 있으며, 포장이나 배달이 가능하고 경기 페이나 수원 페이 같은 지역 화폐도 사용할 수 있다."
2915642,39,기흥한우집,2.02211E+13,2.02406E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/19/2915619_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2915619_image3_1.jpg,Type3,31,23,A05,A0502,A05020100,경기도 용인시 기흥구 기흥단지로24번길 13 기흥한우집,,17086,127.1044192,37.2233963,6,"기흥한우집은 용인시 기흥IC 근처에 있는 한우 숯불구이 전문점이다. 한우 전문점임에도 점심에 하는 민물새우매운탕으로 소문이 난 집이다. 룸으로만 운영해서 사적인 소규모 모임이나 가족 행사에 적합한 식당이다. 고기 품질은 비싼 만큼 보장이 되는 것이나 민물새우매운탕은 하는 집이 많지 않아 독특함과 시원함으로 많이들 찾는 메뉴가 되었다. 해장으로도 찾고, 고기를 먹은 후 배가 부르면 안주로도 찾는 메뉴가 되었다. 주변에 골프장들이 많아서 골퍼들이 찾는 맛집이기도 하다. 주차장은 널찍해서 이용이 편리하다."
134461,39,길조,2.00401E+13,2.02503E+13,031-774-7020,길조,"<a href=""http://giljo.modoo.at/"" target=""_blank"" title=""새창 : 길조 홈페이지로 이동"">http://giljo.modoo.at/</a>",,http://tong.visitkorea.or.kr/cms/resource/78/1790978_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1790978_image3_1.jpg,Type3,31,19,A05,A0502,A05020300,경기도 양평군 강상면 독배길 32-25,,12571,127.4734614,37.49357724,6,"일본 전통 료칸을 모티브로 인테리어 된 일식당이다. 고풍스러운 외관의 목조건물로 지어진 것이 특징인 일식당 길조의 대표메뉴인 회와 초밥은 싱싱하게 살아있는 느낌이 손님들에게 확실하게 느껴지도록 하기 위해 숙련된 조리사가 신선한 횟감을 즉석에서 회로 뜨고, 초밥을 빚어서 제공하고 있다. 남한강변의 전망을 바라보며 식사를 즐길 수 있다. 이곳은 예약우선제로 운영 중에 있어 예약 후 방문해야 한다."
2862745,39,길조식당,2.0221E+13,2.02407E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/37/2862737_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2862737_image3_1.jpg,Type3,31,20,A05,A0502,A05020100,경기도 여주시 당전로 5,,12613,127.6816363,37.32763915,6,"길조는 경기도 여주시 북내면에 있는 한식집이다. 골프장 맛집, 해장국 맛집으로 알려져 있다. 이른 새벽부터 영업을 시작해서 골프장으로 가기 전 식사를 위해 들르는 손님이 많다. 고송소고기해장국의 ‘고송’이라는 말은 표고버섯과 송이버섯을 합친 단어로 그만큼 버섯이 듬뿍 들어가는 길조의 대표 메뉴이다. 한우 양지와 버섯, 무가 가득하고 송이버섯의 은은한 향에 국물은 깊고 진하면서 시원하고 개운하다. 아욱우렁탕도 인기 메뉴인데, 아욱과 우렁이 듬뿍 들어가 있고 조미료 맛이 아닌 재료 본연의 깔끔하고 담백한 감칠맛이 좋다. 고사리우렁탕도 우렁의 씹히는 맛과 부드럽고 고소한 고사리 맛이 잘 어울리고 국물이 시원하다. 돼지고기와 우렁을 듬뿍 넣어 알맞게 얼큰한 맛으로 끓여낸 우렁고추장찌개도 인기다. 6가지의 밑반찬은 정갈하게 나오고 1인당 달걀프라이가 1개씩 나온다. 근처에 백로 왜가리서식지가 있고, 5km 이내에 여주도자세상, 여주박물관, 영월루, 달맞이공원, 신륵사, 다수의 골프장이 있다."
2873448,39,길현스시,2.0221E+13,2.02406E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/28/2873428_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/28/2873428_image3_1.jpeg,Type3,31,2,A05,A0502,A05020300,경기도 고양시 일산동구 하늘마을1로 8,,10311,126.7865216,37.67479655,6,"길현스시는 경기도 일산에 하나뿐인 호텔식 정통 수제 초밥집이다. 분위기 좋고 조용한 일식집을 찾고 있는 사람들에게 추천한다. 길현스시의 대표메뉴는 고급초밥, 왕새우튀김, 나가사키짬뽕 등이 나오는 길현VIP스시세트이다. 또, 당일 준비된 신선한 고급 재료를 위주로 식사하는 오마카세도 추천한다. 이외에도 가성비 있는 런치세트, 스페셜세트 등의 메뉴와 단품 메뉴들도 다양하게 준비되어 있다."
3356178,39,김가네제면소,2.02408E+13,2.02411E+13,,,,,,,,31,14,A05,A0502,A05020100,경기도 시흥시 정왕대로 178 (정왕동),,15036,126.7339883,37.34786695,6,"김가네 제면소는 원팩조리 시스템이 아닌, 재료손질부터 조리까지 전부 다 직접하는 시스템으로 음식을 판매한다. 칼국수, 수제비가 대표메뉴이고, 두 메뉴를 함께 즐길 수 있는 칼제비도 사람들이 찾는 인기 메뉴이다. 감자전, 볶음밥 등 대표메뉴와 함께 먹을 수 있는 음식도 맛이 좋고 내부도 쾌적한 공간이라 식사하기 편리하다."
2674267,39,김경자소문난대구왕뽈찜,2.02009E+13,2.02103E+13,031-692-9266,김경자소문난대구왕뽈찜,,,http://tong.visitkorea.or.kr/cms/resource/70/2674170_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2674170_image2_1.jpg,Type3,31,28,A05,A0502,A05020100,경기도 평택시 조개터로26번길 27,,17904,127.1037564,36.98915946,6,"대구왕뽈찜은 킹대구를 사용하여 고기 양이 많아 부드럽고 담백하며, 곤이, 게, 위소라, 오만둥이 등 다양한 해물이 푸짐하게 들어가 더욱 풍미가 좋다."
2859102,39,김고집숯불갈비,2.02209E+13,2.02405E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/94/2859094_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2859094_image3_1.jpg,Type3,31,28,A05,A0502,A05020100,경기도 평택시 궁2길 37-1,,17821,127.0306872,37.01870197,6,"평택 고덕신도시에 있는 김고집숯불갈비는 소고기, 돼지고기 메뉴 모두 준비된 고깃집이다. 양념 돼지갈비가 맛있기로 유명하다. 1층엔 유아 놀이방이 있어서 가족 단위 손님을 우선 배정해 준다. 점심 특선도 별도로 준비되어 있는데 기본찬 구성이 다양하다. 솥 밥에 쌈, 제육볶음, 나물들, 계란말이, 양상추샐러드, 겉절이, 생선구이, 계란찜, 된장찌개 뚝배기(1인당 1개), 강된장, 야채전, 두부조림 등이 한 상 가득 나온다. 솥 밥 누룽지까지 먹고 나면 후식으로 커피도 제공한다. 인근에 소풍 정원이 있어 식사 후 산책하기 좋다."
2860581,39,김구원선생두부,2.02209E+13,2.02501E+13,,,"<a href=""https://guwondubu.com/""target=""_blank"" title=""새창 : 김구원선생두부 사이트로 이동"">https://guwondubu.com/</a>",,http://tong.visitkorea.or.kr/cms/resource/71/2860571_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2860571_image3_1.jpg,Type3,31,8,A05,A0502,A05020100,경기도 김포시 김포대로319번길 47,,10129,126.7714946,37.59747751,6,"김구원선생두부는 전통방식으로 만드는 건강한 두부요리 맛집이다. 1938년부터 4대째 전통을 이어온 두부명가로, 한국무형문화유산 명인으로 등록되어 있다. 건물 1층에는 세월이 느껴지는 민속품들이 작은 박물관처럼 꾸며진 전시 공간이 있고, 2층은 식당으로 사용하고 있다. 다른 한쪽 건물에는 두부 공장을 같이 운영하고 있어 직접 제조한 신선한 두부를 손님에게 제공한다. 주메뉴인 기력 두부는 국내산 콩으로 두부를 만들 때 간수 대신 산수유를 사용하며, 기력을 보충해 주는 8가지 약재(황기, 백출, 당귀, 대추, 홍삼, 산약, 진피)를 넣어 2017년 신지식농업인을 수상한 최초의 두부라고 한다. 2대 사장님인 김구원 선생의 이름을 상호를 사용할 정도로 두부명가의 자부심이 가득 느껴지는 식당이다."
1828121,39,김네집,2.01307E+13,2.02412E+13,031-666-3648,김네집,,,http://tong.visitkorea.or.kr/cms/resource/72/1914772_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1914772_image3_1.jpg,Type3,31,28,A05,A0502,A05020100,경기도 평택시 중앙시장로25번길 15,,17758,127.0526751,37.08087296,6,평택시 신장동 국제중앙시장 인근에 있는 부대찌개 전문점으로 이미 유명한 곳이다. 외관이 다소 허름하지만 맛이 좋아 찾는 손님이 많다. 특히 주말이나 공휴일에는 오픈시간 전부터 대기할 정도다. 느끼함 없이 칼칼하고 얼큰한 국물을 먹어보면 절로 고개를 끄덕이게 한다. 참고로 브레이크타임에는 포장 주문만 받는다.
2681507,39,김명자낙지마당,2.02011E+13,2.02103E+13,031-658-5777,김명자낙지마당,,,http://tong.visitkorea.or.kr/cms/resource/06/2681506_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2681506_image2_1.jpg,Type3,31,28,A05,A0502,A05020100,경기도 평택시 평택로 145,,17828,127.0794944,36.99826353,6,낙지볶음은 한국인이 좋아하는 매운 해산물 볶음이다. 대표메뉴는 낙지볶음이다. 경기도 평택시에 있는 한식전문점이다.
2906762,39,김미자 가마솥밥,2.02211E+13,2.02406E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/48/2906748_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2906748_image3_1.jpg,Type3,31,30,A05,A0502,A05020100,경기도 하남시 서하남로418번길 37-35,,13016,127.1875616,37.52006896,6,"?김미자가마솥밥은 하남시 춘궁동에 있다. 주차는 식당 앞이나 주변에 하면 된다. 이층 단독 건물의 식당으로 한옥 느낌이 나게 나무와 황토로 지어졌다. 식당 안의 분위기도 천장이 한옥처럼 나무와 황토로 되어 있다. 나무 창틀의 커다란 창을 통해 푸른 정원의 나무와 멀리 춘궁 저수지가 보여서 멋진 뷰를 보면서 식사할 수 있다. 인원수대로 솥밥을 주문하면 돼지갈비찜 등의 추가 메뉴를 주문할 수 있다. 정식만 시켜도 제육볶음, 생선구이 등이 나오고 보리밥과 쌈 채소는 무한 리필로 가져다 먹을 수 있다. 자극적이지 않은 한 상 차림의 밥상이 이 집의 매력이다."
2844429,39,김반장오리주물럭 앤펍,2.02208E+13,2.02401E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/24/2844424_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2844424_image3_1.jpg,Type3,31,8,A05,A0502,A05020100,경기도 김포시 김포한강10로 91,,10045,126.622471,37.63568708,6,"김반장오리주물럭 앤펍은 경기도 김포시 양촌읍에 위치한 오리요리집이다. 인테리어가 캠핑장 분위기로 연출되어 있어 마치 캠핑을 하며 음식을 먹는 느낌이 드는 곳이다. 식사 후 2차로 야외에서 생맥주와 차를 즐길 수 있으며, 야외 나무 그네와 알록달록한 색으로 꾸며진 작은 방, 어린이를 위한 오락실도 준비되어 있는 힐링 식당이다. 대표 메뉴는 국물주물럭으로 푸짐한 오리 주물럭과 부추를 곁들여 먹을 수 있다. 또한, 이곳은 반려동물이 가능하지만 방갈로만 이용이 가능하며, 방갈로 이용 시 하루 전 예약이 필수이다."
2892748,39,김보람 초콜릿 상동점,2.02211E+13,2.02407E+13,,,"<a href=""https://www.instagram.com/kimboram_chocolate/target=""_blank"" title=""새창 : 김보람 초콜릿 상동점 사이트로 이동"">https://www.instagram.com/kimboram_chocolate/</a>",,http://tong.visitkorea.or.kr/cms/resource/33/2892733_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2892733_image3_1.jpg,Type3,31,11,A05,A0502,A05020900,경기도 부천시 조마루로105번길 29,1층 김보람 초콜릿,14589,126.7555571,37.50147727,6,김보람 초콜릿 상동점은 부천시 원미구 홈플러스 뒤편에 있다. 깔끔한 모노톤의 인테리어가 돋보이는 곳으로 테이블마다 공간의 여유를 두고 배치해 쾌적한 느낌이다. 바닥에 자갈을 깔아놓은 자리가 곳곳에 있어 색다른 공간이 많다. 매장 안 초콜릿 진열대에는 다양한 초콜릿이 있고 시식도 가능해서 직접 맛을 보고 구입할 수 있다. 초콜릿 음료도 판매하는데 초콜릿 우유에 생초콜릿을 넣어 사람들이 많이 찾는다. 대표 메뉴는 100% 카카오 버터만을 사용하여 만든 수제 초콜릿이고 선물용 패키지 구성 상품도 있다. 명절이나 이벤트 선물용으로 구입하기에 좋은 곳으로  구매 금액의 10%를 포인트로 적립해 준다. 7호선 상동역 2번 출구에서 가깝다.
