addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
서울특별시 마포구 와우산로 24,,1,,A05,A0502,A05020900,1941669,39,20140800000000.0,http://tong.visitkorea.or.kr/cms/resource/52/1941552_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1941552_image3_1.jpg,Type3,126.92311,37.54661668,6.0,20250100000000.0,13,02-325-1969,제비다방,4075
서울특별시 마포구 성미산로 22,,1,,A05,A0502,A05020900,1932511,39,20140700000000.0,http://tong.visitkorea.or.kr/cms/resource/46/3474746_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3474746_image3_1.jpg,Type3,126.9107219,37.5584262,6.0,20250300000000.0,13,02-6489-4200,키다리아저씨,3996
서울특별시 마포구 성미산로 13,,1,,A05,A0502,A05020100,1932502,39,20140700000000.0,http://tong.visitkorea.or.kr/cms/resource/02/1931302_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1931302_image3_1.jpg,Type3,126.9096109,37.55845117,6.0,20240100000000.0,13,02-334-7942,외양간,3971
서울특별시 종로구 자하문로10길 28,,1,,A05,A0502,A05020900,1926582,39,20140600000000.0,,,,126.9730489,37.57934988,6.0,20240900000000.0,23,02-379-1975,라 카페 갤러리,3044
서울특별시 강남구 논현로161길 13,,1,,A05,A0502,A05020100,1926032,39,20140600000000.0,http://tong.visitkorea.or.kr/cms/resource/89/1923289_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1923289_image3_1.jpg,Type3,127.0270012,37.52333514,6.0,20241200000000.0,1,02-545-2489,구정칼국수,6031
서울특별시 종로구 자하문로1길 16,,1,,A05,A0502,A05020100,1922914,39,20140500000000.0,,,,126.9714936,37.57655851,6.0,20241200000000.0,23,02-730-5420,체부동잔치집,3041
서울특별시 종로구 창의문로 136,,1,,A05,A0502,A05020900,1922730,39,20140500000000.0,http://tong.visitkorea.or.kr/cms/resource/41/1922441_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1922441_image3_1.jpg,Type3,126.9653604,37.59273985,6.0,20241200000000.0,23,02-394-8288,부빙,3020
서울특별시 종로구 자하문로40길 75,(부암동),1,,A05,A0502,A05020100,1922694,39,20140500000000.0,http://tong.visitkorea.or.kr/cms/resource/49/1922449_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1922449_image3_1.jpg,Type3,126.9659936,37.59365642,6.0,20240400000000.0,23,02-395-5035,소소한 풍경,3020
서울특별시 성동구 마장로35길 70,,1,,A05,A0502,A05020100,1917067,39,20140400000000.0,,,,127.0415318,37.57062713,6.0,20241200000000.0,16,02-2299-3365,몽실이네 토종한우,4752
서울특별시 종로구 율곡로3길 68 (안국동),,1,,A05,A0502,A05020100,1912553,39,20140400000000.0,,,,126.9821981,37.5786529,6.0,20250300000000.0,23,02-723-7496,조선김밥,3061
서울특별시 서대문구 신촌역로 43,,1,,A05,A0502,A05020100,1908250,39,20140300000000.0,http://tong.visitkorea.or.kr/cms/resource/42/1828242_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/1828242_image3_1.jpg,Type3,126.9406191,37.55893223,6.0,20250100000000.0,14,02-392-5345,호밀밭,3777
서울특별시 마포구 성미산로 161-8,2층,1,,A05,A0502,A05020700,1906858,39,20140300000000.0,http://tong.visitkorea.or.kr/cms/resource/96/1906596_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1906596_image3_1.jpg,Type3,126.9240205,37.5651701,6.0,20240700000000.0,13,0507-1400-5130,툭툭누들타이,3980
서울특별시 중구 퇴계로71길 38,,1,,A05,A0502,A05020100,1900810,39,20140300000000.0,http://tong.visitkorea.or.kr/cms/resource/50/1901750_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1901750_image3_1.jpg,Type3,127.0128568,37.56647709,6.0,20250100000000.0,24,02-2234-9713,느티나무설렁탕,4566
서울특별시 종로구 수표로20길 22,,1,,A05,A0502,A05020100,1897611,39,20140200000000.0,,,,126.990817,37.56994296,6.0,20250300000000.0,23,02-2274-9548,장군굴보쌈,3192
서울특별시 강남구 삼성로 634,,1,,A05,A0502,A05020900,1891064,39,20140200000000.0,http://tong.visitkorea.or.kr/cms/resource/78/2826378_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2826378_image3_1.jpg,Type3,127.0518796,37.51669191,6.0,20230500000000.0,1,02-200-9852,카페엠(Cafe M),6084
서울특별시 관악구 남부순환로 1377,,1,,A05,A0502,A05020100,1889832,39,20140100000000.0,http://tong.visitkorea.or.kr/cms/resource/47/2371447_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2371447_image3_1.jpg,Type3,126.9038664,37.48019905,6.0,20241200000000.0,5,02-862-6238,왕돈까스&왕냉면,8768
서울특별시 용산구 이태원로 192,,1,,A05,A0502,A05020700,1887839,39,20140100000000.0,,,,126.9954037,37.53441661,6.0,20250300000000.0,21,02-792-4767,케르반 레스토랑,4406
서울특별시 강동구 성내로10길 16,,1,,A05,A0502,A05020100,1887505,39,20140100000000.0,http://tong.visitkorea.or.kr/cms/resource/25/3474625_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3474625_image3_1.jpg,Type3,127.1244366,37.52831687,6.0,20250300000000.0,2,070-8950-1019,일방통행 국물즉석떡볶이&화덕피자,5399
서울특별시 강동구 올림픽로 572,,1,,A05,A0502,A05020100,1887499,39,20140100000000.0,,,,127.1218034,37.53254133,6.0,20241200000000.0,2,02-476-7063,셀프하우스,5391
서울특별시 종로구 인사동16길 6,,1,,A05,A0502,A05020100,1887241,39,20140100000000.0,,,,126.9842369,37.57501448,6.0,20241200000000.0,23,02-737-1155,사랑채,3146
서울특별시 중구 창경궁로8길 32,,1,,A05,A0502,A05020100,1885495,39,20140100000000.0,http://tong.visitkorea.or.kr/cms/resource/72/3108772_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/72/3108772_image3_1.JPG,Type3,126.9997829,37.56873771,6.0,20241200000000.0,24,02-2265-4669,은주정,4546
서울특별시 강남구 강남대로 240,,1,,A05,A0502,A05020100,1882945,39,20140100000000.0,,,,127.034446,37.48522025,6.0,20241000000000.0,1,02-577-9992,금강수림,6267
서울특별시 종로구 평창30길 24,,1,,A05,A0502,A05020900,1877251,39,20141200000000.0,http://tong.visitkorea.or.kr/cms/resource/31/1876131_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1876131_image3_1.jpg,Type3,126.9751034,37.61182392,6.0,20241200000000.0,23,02-379-6500,카페 모뜨,3004
서울특별시 강남구 언주로 819,,1,,A05,A0502,A05020100,1874704,39,20131200000000.0,,,,127.0327173,37.52338801,6.0,20241200000000.0,1,02-515-4266,하모,6024
서울특별시 마포구 와우산로23길 18-5,,1,,A05,A0502,A05020900,1859138,39,20131100000000.0,,,,126.9244541,37.55392974,6.0,20250300000000.0,13,02-323-7942,피아노 카페,4054
서울특별시 종로구 인사동6길 7 (관훈동),,1,,A05,A0502,A05020100,1847601,39,20130900000000.0,,,,126.9863784,37.57352024,6.0,20250300000000.0,23,02-734-3234,인사동큰집,3148
서울특별시 송파구 송이로 151 (가락동),,1,,A05,A0502,A05020100,1840479,39,20130800000000.0,,,,127.124932,37.49355702,6.0,20250300000000.0,18,02-431-3007,산삼청각,5827
서울특별시 용산구 이태원로 203,,1,,A05,A0502,A05020900,1831681,39,20130800000000.0,,,,126.9965758,37.53479159,6.0,20250100000000.0,21,02-556-3275,벤스쿠키 이태원점,4349
서울특별시 중구 청계천로 8,,1,,A05,A0502,A05020100,1818827,39,20130600000000.0,,,,126.9782154,37.56882342,6.0,20240700000000.0,24,02-778-2959,산채향,4520
서울특별시 강남구 논현로86길 34,,1,,A05,A0502,A05020100,1756249,39,20121100000000.0,,,,127.0402784,37.50032138,6.0,20250100000000.0,1,02-562-7003,강남목장,6223
서울특별시 성북구 성북로26길 8 (성북동),,1,,A05,A0502,A05020900,1664105,39,20120700000000.0,http://tong.visitkorea.or.kr/cms/resource/80/3445680_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3445680_image3_1.jpg,Type1,126.9948548,37.59510677,6.0,20250300000000.0,17,02-764-1736,수연산방,2837
서울특별시 관악구 남현1길 38-9,,1,,A05,A0502,A05020100,1646603,39,20120600000000.0,,,,126.9796957,37.47556761,6.0,20241200000000.0,5,02-521-0056,삼수갑산,8806
서울특별시 강남구 강남대로152길 64 (신사동),,1,,A05,A0502,A05020300,1610244,39,20120400000000.0,,,,127.0244737,37.51880506,6.0,20250300000000.0,1,02-514-3347,이끼롤까스 가로수길본점,6036
서울특별시 도봉구 도봉산4길 3-22,,1,,A05,A0502,A05020100,1578248,39,20120300000000.0,,,,127.0412396,37.68769684,6.0,20250300000000.0,10,,아재왔소,1301
서울특별시 강남구 테헤란로92길 14,동우리빌딩 12층,1,,A05,A0502,A05020900,1571359,39,20120300000000.0,,,,127.0610985,37.50704597,6.0,20250100000000.0,1,02-501-1505,조수정한지그림갤러리카페,6180
서울특별시 영등포구 63로 50,,1,,A05,A0502,A05020200,1567401,39,20120300000000.0,,,,126.9399203,37.51964234,6.0,20241200000000.0,20,02-789-5761,터치더스카이,7345
서울특별시 영등포구 63로 50,58층,1,,A05,A0502,A05020300,1567395,39,20120300000000.0,,,,126.9399203,37.51964234,6.0,20241200000000.0,20,02-789-5751~2,슈치쿠,7345
서울특별시 강남구 압구정로11길 37-30,,1,,A05,A0502,A05020200,1541078,39,20120100000000.0,,,,127.017613,37.5276678,6.0,20241200000000.0,1,02-3442-1582,오엔(ON),6000
서울특별시 중구 동호로 287,,1,,A05,A0502,A05020200,1526940,39,20120100000000.0,,,,127.0021024,37.56058314,6.0,20241200000000.0,24,02-2270-3121,더 킹스,4618
서울특별시 강남구 도산대로58길 14,"이닝빌딩 1,2층",1,,A05,A0502,A05020400,1516322,39,20111200000000.0,,,,127.0412777,37.52239939,6.0,20250100000000.0,1,02-547-7444,이닝,6062
서울특별시 강남구 삼성로 340,"1, 2층",1,,A05,A0502,A05020200,1515607,39,20111200000000.0,http://tong.visitkorea.or.kr/cms/resource/95/1514395_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/1514395_image3_1.jpg,Type3,127.0595766,37.50196876,6.0,20250300000000.0,1,0507-1322-3960,그란구스또,6186
서울특별시 중구 명동8가길 26,,1,,A05,A0502,A05020100,1511411,39,20111200000000.0,http://tong.visitkorea.or.kr/cms/resource/46/3108346_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/46/3108346_image3_1.JPG,Type3,126.986426,37.56161607,6.0,20250100000000.0,24,02-3789-1945,왕비집,4537
서울특별시 종로구 돈화문로11다길 14-2,,1,,A05,A0502,A05020100,1494435,39,20111200000000.0,,,,126.9908419,37.57285096,6.0,20240800000000.0,23,02-569-9900,종로할머니칼국수,3133
서울특별시 중구 명동8나길 28,,1,,A05,A0502,A05020100,1489369,39,20111200000000.0,http://tong.visitkorea.or.kr/cms/resource/33/3474933_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3474933_image3_1.jpg,Type3,126.9834152,37.56143271,6.0,20250300000000.0,24,02-778-6767,오다리집,4536
서울특별시 종로구 인사동14길 19,,1,,A05,A0502,A05020100,1394252,39,20110900000000.0,,,,126.9851146,37.57498394,6.0,20240900000000.0,23,02-720-4888,인사동 촌,3146
서울특별시 중구 을지로 30,,1,,A05,A0502,A05020300,1393694,39,20110900000000.0,,,,126.9809819,37.56535165,6.0,20250100000000.0,24,02-317-7031,모모야마,4533
서울특별시 종로구 세종대로 지하 175,,1,,A05,A0502,A05020400,1386291,39,20110900000000.0,,,,126.9768321,37.57223966,6.0,20241200000000.0,23,02-733-3270,친니,3172
서울특별시 종로구 종로 19 (종로1가),217호,1,,A05,A0502,A05020400,1325623,39,20110700000000.0,http://tong.visitkorea.or.kr/cms/resource/23/1290223_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1290223_image3_1.jpg,Type3,126.9799374,37.57089821,6.0,20250300000000.0,23,02-735-9955,신승관,3157
서울특별시 종로구 종로40가길 18,,1,,A05,A0502,A05020100,1325115,39,20110700000000.0,http://tong.visitkorea.or.kr/cms/resource/40/3082740_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/40/3082740_image3_1.png,Type3,127.0056795,37.57037373,6.0,20240500000000.0,23,02-2275-9666,진옥화할매원조닭한마리,3197
서울특별시 종로구 세종대로 175 (세종로),지하1층,1,,A05,A0502,A05020100,1321191,39,20110600000000.0,,,,126.9763211,37.5720619,6.0,20250300000000.0,23,02-733-3276,설가온,3172
서울특별시 종로구 우정국로 56,,1,,A05,A0502,A05020100,1316965,39,20110600000000.0,,,,126.9831815,37.57393125,6.0,20241100000000.0,23,02-733-2081,사찰음식 전문점 발우공양,3145
서울특별시 강남구 광평로 205,,1,,A05,A0502,A05020100,1316173,39,20110600000000.0,,,,127.0952516,37.48483528,6.0,20241000000000.0,1,02-445-2115,필경재,6352
서울특별시 중구 을지로 30,,1,,A05,A0502,A05020200,1303335,39,20110600000000.0,http://tong.visitkorea.or.kr/cms/resource/00/1901200_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/1901200_image3_1.jpg,Type3,126.9809819,37.56535165,6.0,20250100000000.0,24,02-317-7181,피에르 가니에르,4533
서울특별시 강남구 삼성로126길 6,,1,,A05,A0502,A05020100,1303254,39,20110600000000.0,,,,127.0516796,37.51757236,6.0,20250100000000.0,1,02-777-9007,품 서울,6084
서울특별시 서대문구 연세로5가길 1,,1,,A05,A0502,A05020100,1292674,39,20110500000000.0,http://tong.visitkorea.or.kr/cms/resource/86/3109786_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/86/3109786_image3_1.JPG,Type3,126.9360752,37.55704626,6.0,20241200000000.0,14,02-325-2361,춘천집닭갈비막국수,3789
서울특별시 강남구 선릉로158길 11,,1,,A05,A0502,A05020100,1290945,39,20110500000000.0,,,,127.0413081,37.52566012,6.0,20241000000000.0,1,02-517-4654,정식당,6014
서울특별시 강남구 테헤란로 606,2층,1,,A05,A0502,A05020200,1290358,39,20110500000000.0,,,,127.0642648,37.50871528,6.0,20250100000000.0,1,02-2016-1220~1221,파크 하얏트 서울 코너스톤,6174
서울특별시 성북구 성북로 115 (성북동),,1,,A05,A0502,A05020100,1288970,39,20110500000000.0,,,,126.9960853,37.59334034,6.0,20250300000000.0,17,02-764-2420,성북동돼지갈비,2879
서울특별시 종로구 삼청로 86-5,,1,,A05,A0502,A05020900,1154331,39,20111200000000.0,,,,126.9821369,37.58320237,6.0,20241200000000.0,23,02-739-9888,파툼(FATUM),3053
서울특별시 용산구 이태원로 272,,1,,A05,A0502,A05020900,1142774,39,20101200000000.0,,,,127.0020586,37.53869957,6.0,20241100000000.0,21,02-2071-9505,패션5(Passion 5),4399
서울특별시 종로구 새문안로5가길 13,,1,,A05,A0502,A05020100,1120046,39,20101100000000.0,,,,126.9737602,37.57320894,6.0,20250100000000.0,23,02-739-9392,길복정,3173
서울특별시 종로구 인사동길 33-1,,1,,A05,A0502,A05020900,1063408,39,20100700000000.0,http://tong.visitkorea.or.kr/cms/resource/85/3474885_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/3474885_image3_1.jpg,Type3,126.9854257,37.57352578,6.0,20250300000000.0,23,02-722-5332,옛찻집,3149
서울특별시 종로구 인사동길 33-1 (관훈동),,1,,A05,A0502,A05020900,1063403,39,20100700000000.0,,,,126.985473,37.57362021,6.0,20250300000000.0,23,02-723-4909,인사동찻집,3149
서울특별시 종로구 인사동12길 3 (관훈동),,1,,A05,A0502,A05020100,1063396,39,20100700000000.0,,,,126.9846619,37.57449232,6.0,20250300000000.0,23,02-737-0575,인사동그집,3146
서울특별시 종로구 대학로 60,,1,,A05,A0502,A05020100,1060809,39,20100700000000.0,,,,127.0025463,37.57653685,6.0,20241200000000.0,23,02-764-8600,아리랑,3100
서울특별시 강북구 노해로 13,,1,,A05,A0502,A05020400,1052741,39,20100700000000.0,,,,127.0226983,37.63682465,6.0,20250300000000.0,3,02-990-0107,가문,1080
서울특별시 강남구 압구정로30길 45,(신사동),1,,A05,A0502,A05020700,1021125,39,20100500000000.0,http://tong.visitkorea.or.kr/cms/resource/38/1880338_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1880338_image3_1.jpg,Type3,127.0294009,37.52435451,6.0,20241100000000.0,1,02-3446-0541~2,씨네 드 쉐프(CINE de CHEF),6022
서울특별시 종로구 삼청로 94-1,,1,,A05,A0502,A05020900,1018855,39,20100500000000.0,http://tong.visitkorea.or.kr/cms/resource/13/1042113_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1042113_image3_1.jpg,Type3,126.982048,37.58383286,6.0,20241200000000.0,23,02-735-7355,달 카페,3053
서울특별시 영등포구 국회대로 800,지하 1층,1,,A05,A0502,A05020100,871834,39,20091100000000.0,http://tong.visitkorea.or.kr/cms/resource/48/1919948_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/1919948_image2_1.jpg,Type3,126.9210995,37.53088514,6.0,20240900000000.0,20,02-783-4999,대방골,7238
서울특별시 중구 명동10길 14,(명동2가),1,,A05,A0502,A05020400,857735,39,20091100000000.0,,,,126.9851094,37.56327141,6.0,20240300000000.0,24,02-778-0410,홍콩반점0410(명동점),4536
서울특별시 강동구 고덕로10길 48,,1,,A05,A0502,A05020400,855028,39,20091100000000.0,http://tong.visitkorea.or.kr/cms/resource/37/1852237_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1852237_image3_1.jpg,Type3,127.1294993,37.55273634,6.0,20241200000000.0,2,02-442-2349,해안반점,5251
서울특별시 은평구 연서로15길 2 (구산동),,1,,A05,A0502,A05020100,854285,39,20091100000000.0,,,,126.9165893,37.61059801,6.0,20250300000000.0,22,02-358-6623,코스모스분식,3412
서울특별시 강동구 고덕로 33,,1,,A05,A0502,A05020100,846596,39,20091000000000.0,http://tong.visitkorea.or.kr/cms/resource/01/1852201_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1852201_image3_1.jpg,Type3,127.1289799,37.55499163,6.0,20250100000000.0,2,02-3426-2253,암사민물장어,5239
서울특별시 서대문구 연희로25길 31-3,,1,,A05,A0502,A05020100,845319,39,20091000000000.0,,,,126.9343166,37.57185839,6.0,20250300000000.0,14,02-307-9979,수빈,3699
서울특별시 중구 세종대로21길 40,,1,,A05,A0502,A05020400,843591,39,20091000000000.0,http://tong.visitkorea.or.kr/cms/resource/72/1901072_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1901072_image3_1.jpg,Type3,126.9758879,37.56832066,6.0,20240700000000.0,24,02-736-8889,루이,4519
서울특별시 서대문구 연세로7길 34-4,,1,,A05,A0502,A05020100,842887,39,20091000000000.0,,,,126.9350252,37.55784337,6.0,20241200000000.0,14,02-323-9090,고기창고,3788
서울특별시 송파구 양재대로71길 2-27,인택파크랜드 2층,1,,A05,A0502,A05020100,840629,39,20091000000000.0,http://tong.visitkorea.or.kr/cms/resource/90/3474790_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3474790_image3_1.jpg,Type3,127.1269368,37.51134388,6.0,20250300000000.0,18,010-9427-2581,미우미우참숯구이,5638
서울특별시 강남구 언주로148길 14,,1,,A05,A0502,A05020300,838949,39,20091000000000.0,,,,127.0361671,37.52061895,6.0,20250300000000.0,1,02-548-7766,배정철 어도,6057
서울특별시 강남구 선릉로148길 48,,1,,A05,A0502,A05020100,838829,39,20091000000000.0,http://tong.visitkorea.or.kr/cms/resource/12/1838712_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/1838712_image3_1.jpg,Type3,127.043433,37.52273828,6.0,20241200000000.0,1,02-543-1252,청담골,6064
서울특별시 관악구 신림동길 4,,1,,A05,A0502,A05020400,838590,39,20091000000000.0,,,,126.9282973,37.48769029,6.0,20250300000000.0,5,,아리차이,8707
서울특별시 종로구 북촌로5길 78,,1,,A05,A0502,A05020100,837020,39,20091000000000.0,,,,126.9806371,37.5800916,6.0,20240600000000.0,23,02-739-6334,황생가칼국수,3053
서울특별시 영등포구 여의공원로 101 (여의도동),지하1층,1,,A05,A0502,A05020100,836855,39,20091000000000.0,,,,126.9248992,37.52934927,6.0,20250300000000.0,20,02-780-6333,운산,7241
서울특별시 강남구 언주로172길 54,,1,,A05,A0502,A05020100,836702,39,20091000000000.0,http://tong.visitkorea.or.kr/cms/resource/69/2684569_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2684569_image2_1.jpg,Type3,127.0380278,37.52681826,6.0,20241200000000.0,1,02-514-8008,뱃고동,6018
서울특별시 영등포구 여의대방로 394,,1,,A05,A0502,A05020100,836567,39,20091000000000.0,,,,126.9327543,37.51938391,6.0,20241200000000.0,20,02-780-8858,서글렁탕,7343
서울특별시 중구 명동9길 37-8,,1,,A05,A0502,A05020100,836350,39,20091000000000.0,,,,126.98379,37.56558223,6.0,20250100000000.0,24,02-756-4084,너비집,4534
서울특별시 중구 을지로 19 (을지로1가),지하1층,1,,A05,A0502,A05020200,836324,39,20091000000000.0,,,,126.9799709,37.56635985,6.0,20250300000000.0,24,02-777-2579,라칸티나,4523
서울특별시 중구 소파로 95 (예장동),,1,,A05,A0502,A05020200,836070,39,20091000000000.0,,,,126.9853623,37.5568666,6.0,20250300000000.0,24,02-757-1978,촛불1978,4630
서울특별시 종로구 새문안로9길 19-1,,1,,A05,A0502,A05020200,836044,39,20091000000000.0,,,,126.9756378,37.57112588,6.0,20240900000000.0,23,02-722-4675,뽐모도로,3183
서울특별시 서초구 남부순환로319길 14,,1,,A05,A0502,A05020200,836020,39,20091000000000.0,http://tong.visitkorea.or.kr/cms/resource/08/1807908_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1807908_image3_1.jpg,Type3,127.0116704,37.4808398,6.0,20250100000000.0,15,02-599-7020,비노인빌라,6711
서울특별시 동대문구 경희대로6길 5,,1,,A05,A0502,A05020700,836008,39,20091000000000.0,http://tong.visitkorea.or.kr/cms/resource/34/1901034_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1901034_image3_1.jpg,Type3,127.0531301,37.59337191,6.0,20250100000000.0,11,02-957-7955,뉴델리,2453
서울특별시 중구 다동길 24-10 (다동),,1,,A05,A0502,A05020400,835996,39,20091000000000.0,,,,126.9804625,37.56752917,6.0,20250300000000.0,24,02-775-2668,초류향,4522
서울특별시 동대문구 회기로21길 38-1,,1,,A05,A0502,A05020100,835984,39,20091000000000.0,http://tong.visitkorea.or.kr/cms/resource/11/3474711_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3474711_image3_1.jpg,Type3,127.0530968,37.59305528,6.0,20250300000000.0,11,02-964-2388,도읍지,2453
서울특별시 중구 명동8가길 42,,1,,A05,A0502,A05020100,835909,39,20091000000000.0,,,,126.9872287,37.56198826,6.0,20250100000000.0,24,02-753-7533,오우가,4537
서울특별시 종로구 인사동9길 16,(관훈동),1,,A05,A0502,A05020100,835739,39,20091000000000.0,,,,126.9841259,37.57363408,6.0,20240900000000.0,23,02-720-4490,안동국시소람,3145
서울특별시 강남구 압구정로 151,신현대상가 2동 107호,1,,A05,A0502,A05020900,835066,39,20091000000000.0,http://tong.visitkorea.or.kr/cms/resource/60/1838660_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1838660_image3_1.jpg,Type3,127.0240902,37.52841227,6.0,20241200000000.0,1,02-511-5078,허형만의 압구정커피집,6001
서울특별시 종로구 삼봉로 81,104호,1,,A05,A0502,A05020900,834750,39,20091000000000.0,http://tong.visitkorea.or.kr/cms/resource/10/1845010_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1845010_image3_1.jpg,Type3,126.9817928,37.57237863,6.0,20250100000000.0,23,02-725-0179,커피친구,3150
서울특별시 종로구 새문안로3길 30 (내수동),지하 104호,1,,A05,A0502,A05020100,834706,39,20091000000000.0,,,,126.9732963,37.57278954,6.0,20250300000000.0,23,02-723-6592,평안도만두집,3173
서울특별시 종로구 백석동길 12,,1,,A05,A0502,A05020100,834669,39,20091000000000.0,http://tong.visitkorea.or.kr/cms/resource/52/3446752_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/52/3446752_image3_1.jpeg,Type1,126.9660047,37.5931176,6.0,20250100000000.0,23,02-379-2648,자하손만두,3020
서울특별시 용산구 회나무로 49,,1,,A05,A0502,A05020200,834658,39,20091000000000.0,,,,126.9921483,37.54012978,6.0,20241200000000.0,21,02-792-7746,비스테까,4344
