contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,booktour,firstimage,firstimage2,cpyrhtDivCd,areacode,sigungucode,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
3043735,12,강서역사문화거리,20231120105441,20241118113201,,,"<a href=""https://www.gangseo.seoul.kr/munhwa/mh020301"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.gangseo.seoul.kr</a>",,http://tong.visitkorea.or.kr/cms/resource/09/3045109_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3045109_image3_1.jpg,Type3,1,4.0,A02,A0203,A02030600,서울특별시 강서구 양천로 291 (마곡동),,07520,126.8366643489,37.5722343802,6.0,"강서역사문화거리는 다양한 역사 문화 유적지가 산재한 가양동 일대에 위치한 곳으로, 가양동 일대의 낙후된 경관을 개선해 역사와 문화의 향취가 가득한 거리로 탈바꿈한 것이다. 가양동 궁산 일대는 조선시대 양천현아가 있었던 행정의 중심지인 까닭에 많은 역사 문화유산이 곳곳에 남아있다. 
9호선 양천향교역 1번 출구를 나와 마곡지구에서 이어지는 양천로 47길 초입에 설치된 [강서역사문화거리] 임을 알리는 상징 조형물이 세워져 있다. 기둥 형태의 안내판에는 유적지를 소개하는 글과 위치를 담고 있어 누구든 쉽게 유적지를 찾을 수 있다. 겸재정선미술관, 궁산땅굴, 소악루, 양천고성지, 양천향교로 이어지는 강서역사문화거리는 천천히 걸어 1시간 정도 걸리는 코스이다. 해가 저물면 역사문화 거리는 낮의 모습과는 다르게 아름다운 조명이 켜지며 빛을 받은 조형물이 줄을 잇는 모습을 연출한다."
2733968,12,강서한강공원,20210817184655,20250328102606,,,"<a href=""http://hangang.seoul.go.kr/archives/46788/"" target=""_blank"" title=""새창 : 한강공원 홈페이지로 이동"">http://hangang.seoul.go.kr/</a>",0.0,http://tong.visitkorea.or.kr/cms/resource/11/2779111_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/11/2779111_image2_1.png,Type3,1,4.0,A02,A0202,A02020700,서울특별시 강서구 양천로27길 279-23 (방화동),,07518,126.8171601831,37.5860935311,6.0,"강서한강공원은 한강 남단 가양대교에서 서울~김포시 경계까지이며, 습지생태공원과 체육공원이 결합된 테마형 공원이다. 서울시 생태관광명소 30개소 중 하나로 선정된 강서습지생태공원은 하중도, 자연관찰로, 습초지 등 습지생태계를 복원하여 하천의 자연정화 기능을 제공하고, 방화대교 하부, 가족피크닉장 앞, 행주대교 하부에는 체력단련기구 등을 갖춰 시민의 여가활동과 스포츠 공간으로써의 기능을 하고 있다."
2591792,12,개봉유수지 생태공원,20190313221125,20250316162225,,,,0.0,,,,1,7.0,A02,A0202,A02020700,서울특별시 구로구 개봉동,195-7,08329,126.8632141714,37.4924524597,6.0,"개봉유수지 생태공원은 유수지의 특성을 고려한 안정적인 생태기반환경 복원으로 조성하였다. 주변 주거지역과 연계한 다양한 서식공간 조성으로 종다양성을 증진하고 목감천의 하천생태축과 연계한 도시생태 네트워크를 구축했다. 공원 내에는 생태습지, 생태놀이터, 장미수국원, 맨발산책로, 잔디광장 등이 조성되어 있어 아이들의 자연학습공간으로도 좋다."
126501,12,개운사(서울),20041230090000,20250404095734,,,"<a href=""http://www.gaeunsa.org/"" target=""_blank"" title=""새창 : 개운사 홈페이지로 이동"">http://www.gaeunsa.org</a>",0.0,http://tong.visitkorea.or.kr/cms/resource/26/2690626_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2690626_image3_1.jpg,Type3,1,17.0,A02,A0201,A02010800,서울특별시 성북구 개운사길 73,,02842,127.0280213987,37.5899857439,6.0,"안암산 자락에 자리하고 있는 개운사는 그리 크지는 않지만 한국 불교 개혁의 근원지이고, 현재는 김포에 위치하고 있지만 불교 교육의 근본도량인 중앙승가대학이 있던 곳이다. 이 절은 1396년(태조 5 )에 왕사(王師)인 무학대사가 동대문 밖 5리 정도 되는 안암산 기슭, 현재 고려대학교 이공대학 부근에 절을 짓고 영도사(永導寺)라고 하였다는 것이 일반적으로 알려져 있다. 그 후 1779년(정조 3) 5월에 정조의 후 궁 원빈(元嬪) 홍 씨가 세상을 떠나자 영도사 자리에 묘소를 정하고, 명인원(明仁圓)이 세워지자 인파당(人波堂) 축홍(竺洪)스님이 영도사를 동쪽으로 몇 리 떨어진 현재의 자리에 절을 옮겨지었다고 하였으나 사기(寺記)라는 문현에는 1730년(영조 6)에 영도사가 이전한 것으로 나타난다. 그러나 영도사가 개운사로 이름을 바꾼 시기는 확실하지 않다. 
개운사는 20세기 이후에 한국 교육불사와 불교의 진보적인 운동을 주도해 왔다. 1926년 근대 불교의 대석학이었던 박한영 스님이 머물렀고, 이 절의 암자인 대원암에 탄허(呑虛) 스님이 머물면서 역경(譯經) 사업에 종사하였다. 이 절은 현재 조계종이지만 최근까지 태고종에서 관리하였으므로 1955년에 대처승 주최로 전국포교사대회(全國布敎師大會)를 개최하기도 하였다. 1981년부터 중앙승가대학이 이곳을 교육도량으로 사용하면서 현대사 속에서의 개운사 전통을 꽃피우는 계기가 마련되었다. 1873년(고종 10)에 명부전을 세우고 나서 7년 후인 1880년에는 이벽송(李碧松)대사가 대웅전을 중건하고, 그 후 여러 차례의 중수를 거쳐 오늘에 이르고 있다."
3385911,12,개화산 호국공원,20241011154701,20250319184548,,,,,http://tong.visitkorea.or.kr/cms/resource/69/3383069_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/3383069_image3_1.JPG,Type3,1,4.0,A02,A0202,A02020700,서울특별시 강서구 개화동,산 81-13,07504,126.804514251,37.5812522032,6.0,"개화산 호국공원은 6·25 전쟁 초기 후퇴하면서 방어선을 구축하고 이를 사수하다 산화한 영웅들을 추모하는 추모의 공간이다. 아군으로 위장한 북한군이 대병력을 침투했고 김포로 후퇴하던 국군은 개화산을 최후 방어선으로 설정했다. 아군은 탄약 보급이 끊겼고 통신도 원만하지 않았다. 결국 육군 제1사단 11, 12, 13연대 1,100여 명은 개화산에서 산화했다. 김포지구 사수를 위해 목숨을 바친 장병의 충혼을 기리기 위해 1994년 이곳에 호국공원을 만들고 위령탑도 세웠다. 매년 6월이면 호국 위령제를 올린다."
3440844,12,거꾸로하우스,20241210133055,20241227133142,0507-1357-8670,,https://www.playnine.co.kr/,,http://tong.visitkorea.or.kr/cms/resource/23/3440823_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3440823_image3_1.jpg,Type1,1,16.0,A02,A0203,A02030400,서울특별시 성동구 고산자로 71 (성수동1가),,04771,127.0361052512,37.5457465853,6.0,"거꾸로하우스는 서울 성동구 성수동에 위치한 독특한 체험 공간으로, 실내의 모든 가구와 소품이 거꾸로 설치되어 있어 방문객들이 색다른 경험을 할 수 있는 장소이다. 서울숲 인근에 위치해 있어 주변 관광과 함께 즐기기에 좋으며, 매일 화요일부터 일요일까지 운영된다."
2733966,12,거리공원,20210817184201,20250331152327,,,,0.0,http://tong.visitkorea.or.kr/cms/resource/86/2780786_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/86/2780786_image2_1.png,Type3,1,7.0,A02,A0202,A02020700,서울특별시 구로구 구로동,73-1,08297,126.8916141621,37.4995521419,6.0,"구로거리공원은 서울 구로구에 위치한 공원으로, 지역 주민들의 여가와 휴식을 위한 공간이다. 구로구 거리공원오거리에서 신도림역에 이르는 보조 간 선급 가로를 거리공원길이라고 하는데, 구로 거리공원을 따라 이어진 길이라는 의미에서 거리공원길이라고 이름 붙였다.  산책로, 운동기구 등이 갖추어져 있어 운동과 산책을 즐길 수 있다. 공원 내에는 어린이 놀이시설도 마련되어 있어 가족 단위 방문객들에게 인기가 많다. 다양한 나무와 꽃들이 어우러져 자연을 만끽할 수 있는 장소로, 계절마다 변화하는 경관은 방문객들에게 새로운 즐거움을 선사한다. 봄에는 벚꽃으로 만개하고, 가을에는 단풍으로 물들어 계절마다 아름다운 풍경을 즐길 수 있다."
2758868,12,거북선나루터,20211019192122,20241217162200,,,,0.0,http://tong.visitkorea.or.kr/cms/resource/02/3446702_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/3446702_image3_1.jpg,Type3,1,21.0,A01,A0101,A01011800,서울특별시 용산구 이촌동 302-183,,,126.9676539295,37.5182707714,6.0,"서울 한강공원 이촌지구에 위치한 거북선 나루터는 도하[渡河] 체험장 및 수상레포츠 시설로 일반인들과 단체 생활의 팀워크 훈련장으로 이용되는 선착장이다. 거북선나루터는 1990년 10월 1일 국군의 날을 기념하여 180t 급 거북선 실물 크기로 제작된 거북선의 닻을 이곳에 내리고 유람선을 운영, 전시장으로 사용했었던 것에서 붙여진 이름으로 당시 거북선 유람선은 2005년부터 이순신 장군 한산대첩의 전승지인 통영시에서 운행 중이다. 주변을 따라 대나무숲, 갈대, 들꽃이 철 따라 피어나서 시민들의 산책과 운동코스로 자주 이용되고 있으며 매년 10월 열리는 불꽃축제 명당자리로도 유명하다. 4호선 이촌역 3-1번 출구로 나와 이촌한강공원 LG한강자이 아래 있다."
1604652,12,건청궁,20120417200928,20250313155516,,,"<a href=""https://royal.khs.go.kr/ROYAL/contents/menuInfo-gbg.do?grpCode=gbg"" target=""_blank"" title=""새창 : 국가유산청 궁능유적본부로 이동"">https://royal.khs.go.kr</a>",0.0,http://tong.visitkorea.or.kr/cms/resource/10/2527110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2527110_image3_1.jpg,Type3,1,23.0,A02,A0201,A02010700,서울특별시 종로구 사직로 161 (세종로),,03045,126.9767375783,37.5760836609,6.0,"건청궁(乾淸宮)은 1873년(고종 10)에 왕과 왕비의 생활공간으로 지어진 궁 안의 궁이다. ‘건청’은 ‘하늘은 맑다’라는 뜻으로, 경복궁에서 가장 북쪽에 위치하고 있다. 건물은 민간 사대부 집의 형태를 따르면서 화려하고 섬세한 치장을 가미하여 지었다. 건청궁의 왕의 생활공간인 장안당(長安堂, 오랫동안 평안하게 지냄)과 왕비의 생활공간인 곤녕합(坤寧閤, 땅이 편안함) 등으로 구성되어 있는데, 장안당과 곤녕합은 복도로 이어져 있다. 이곳에서 고종과 명성황후는 10년 정도 생활하였다. 그러나 1895년(고종 32) 곤녕합 옥호루(玉壺樓, 옥으로 만든 호리병)에서 명성황후가 시해되는 을미사변이 일어나 고종은 이듬해 러시아공사관으로 거처를 옮기게 되었다. 이후 1909년(융희 3)에 철거되었고 일제강점기 때 미술관이 들어섰다가 철거된 후 2007년에 지금의 모습으로 복원하였다."
294505,12,경국사(서울),20071127021151,20250318210632,,,,0.0,,,,1,17.0,A02,A0201,A02010800,서울특별시 성북구 보국문로 113-10 (정릉동),,02705,127.0056310926,37.6139242251,6.0,"경국사는 1325년에 자정율사가 창건하였는데, 삼각산의 청봉 아래 있다고 하여 ‘청암사’라 하였다고 전한다. 창건주인 자정율사는 계율에 정통하였을 뿐만 아니라 법화 (法華), 유식(唯識) 등에서도 조예가 깊었으며, 계율과 법화경(法華經) 관음신앙을 승상하던 사찰이었다. 그리고 1349년 태고보우(太古普愚) 국사가 중국에 가서 석옥청공(石屋淸珙) 스님으로부터 법을 전해 받고 귀국하여 경국사에 공민왕의 청을 받아 금란가사와 주장자(拄杖子)를 하사 받고 국사가 되었다. 1545년, 명종조(明宗朝) 때 왕모(王母)인 문정왕후(文定王后)가 불사를 하면서 국가의 경사스러움을 끊어지지 않도록 기원하는 뜻에서 ‘경국사’로 개칭하였다. 그 후 1698년에는 연화승성 스님이 절을 중수하고 천태성전을 세웠다. 천태성전은 독성을 모신 전각으로 이때 기록한 『천태성전상량문』이 지금도 전한다. 전 대통령 이승만도 경국사에 주석하던 보경스님이 인품에 감화되어 전 닉슨 부통령과 함께 참배한 일화도 전한다. 1977년부터 1985년까지 보경 금어 큰스님이 뒤를 이어 주지 소임을 맡은 지관 대종사(전 조계종 총무원장)가 경국사를 현재의 모습으로 탈바꿈시켰으며, 2005년에 한국불교의 율풍 진작에 헌신했던 자운대율사의 계주원명사리탑(戒珠圓明舍利塔)도 이곳에 세워졌다."
2930839,12,경리단길,20221206170152,20240522153723,,,,,,,,1,21.0,A02,A0203,A02030400,서울특별시 용산구 이태원동,210-65,04343,126.987515439,37.538452116,6.0,"경리단길은 국군재정관리단 정문으로부터 그랜드하얏트 호텔 방향으로 이어지는 길과 주변 골목길을 통칭하며, 과거 육군중앙경리단이 현 위치에 있어 경리단길이라 불리어왔다. 경리단길은 저마다 개성이 넘치는 식당과 카페의 다양하고 독특한 먹거리가 유명한 문화와 젊음의 공간이다. 또한, 서울의 평범한 동네 같으면서도 세계 각국에서 온 외국인들이 주민들과 자연스럽게 어울려 지내는 모습이 이국적이고 색다른 분위기를 자아낸다."
