addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,시도명,시군구명,법정동,행정동
서울특별시 용산구 이태원로 29,,1,0.0,인문(문화/예술/역사),문화시설,기념관,130431,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/29/3465929_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/29/3465929_image3_1.JPG,Type3,126.9784385,37.53732708,6.0,20250100000000,21.0,,전쟁기념관,4353,서울특별시,용산구,용산동1가,남영동
서울특별시 강남구 도산대로25길 35 (신사동),,1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130424,14,20071100000000,,,,127.0262818,37.52186029,6.0,20241100000000,1.0,,UM갤러리,6033,서울특별시,강남구,신사동,신사동
서울특별시 종로구 세종대로 152,,1,0.0,인문(문화/예술/역사),문화시설,박물관,130418,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/82/2553882_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2553882_image2_1.jpg,Type3,126.9776488,37.56987607,6.0,20241200000000,23.0,,신문박물관,3187,서울특별시,종로구,세종로,종로1·2·3·4가동
서울특별시 은평구 진관1로 93,(진관동),1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130416,14,20071100000000,,,,126.9292904,37.63018208,6.0,20240500000000,22.0,,사비나미술관,3310,서울특별시,은평구,진관동,진관동
서울특별시 종로구 창경궁로35길 21,,1,0.0,인문(문화/예술/역사),문화시설,공연장,130406,14,20070900000000,http://tong.visitkorea.or.kr/cms/resource/58/1837658_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1837658_image3_1.jpg,Type3,127.0017378,37.58698007,6.0,20240800000000,23.0,,연우소극장,3076,서울특별시,종로구,혜화동,혜화동
서울특별시 종로구 동숭길 3 아르코 미술관,,1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130403,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/28/2993428_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2993428_image3_1.jpg,Type3,127.0025212,37.57975314,6.0,20240600000000,23.0,,아르코미술관,3087,서울특별시,종로구,동숭동,이화동
서울특별시 영등포구 신길로 275 (영등포동),,1,0.0,인문(문화/예술/역사),문화시설,문화원,130378,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/31/3399431_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/31/3399431_image3_1.JPG,Type3,126.912284,37.51620613,6.0,20250300000000,20.0,,영등포문화원,7307,서울특별시,영등포구,영등포동,영등포본동
서울특별시 금천구 시흥대로38길 61,,1,0.0,인문(문화/예술/역사),문화시설,문화원,130377,14,20071100000000,,,,126.9044367,37.44637799,6.0,20240600000000,8.0,,금천문화원,8650,서울특별시,금천구,시흥동,시흥3동
서울특별시 강동구 상암로 168,(천호동),1,0.0,인문(문화/예술/역사),문화시설,문화원,130376,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/98/3476898_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/98/3476898_image3_1.JPG,Type3,127.1412124,37.54571515,6.0,20250300000000,2.0,,강동문화원,5314,서울특별시,강동구,천호동,천호1동
서울특별시 동대문구 왕산로 128,(용두동),1,0.0,인문(문화/예술/역사),문화시설,문화원,130375,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/32/3478432_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3478432_image3_1.jpg,Type3,127.0376931,37.5778651,6.0,20250300000000,11.0,,동대문문화원,2566,서울특별시,동대문구,용두동,용신동
서울특별시 은평구 수색로 282,,1,0.0,인문(문화/예술/역사),문화시설,문화원,130374,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/96/3476996_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/96/3476996_image3_1.JPG,Type3,126.8932922,37.5835924,6.0,20250300000000,22.0,,은평문화원,3488,서울특별시,은평구,수색동,수색동
서울특별시 강남구 논현로131길 40 (논현동),,1,0.0,인문(문화/예술/역사),문화시설,문화원,130373,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/87/1807787_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1807787_image3_1.jpg,Type3,127.0271209,37.51390012,6.0,20240900000000,1.0,,강남문화원,6045,서울특별시,강남구,논현동,논현1동
서울특별시 용산구 효창원로8길 28,(원효로4가),1,0.0,인문(문화/예술/역사),문화시설,문화원,130372,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/87/3476987_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/87/3476987_image3_1.JPG,Type3,126.9521855,37.53345484,6.0,20250300000000,21.0,,용산문화원,4360,서울특별시,용산구,원효로4가,원효로2동
서울특별시 노원구 동일로197길 24,(공릉동),1,0.0,인문(문화/예술/역사),문화시설,문화원,130371,14,20071100000000,,,,127.0697943,37.62880698,6.0,20241100000000,9.0,,노원문화원,1851,서울특별시,노원구,공릉동,공릉1동
서울특별시 성동구 왕십리로 281,,1,0.0,인문(문화/예술/역사),문화시설,문화원,130370,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/41/2031941_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2031941_image3_1.jpg,Type3,127.0359882,37.55929223,6.0,20250100000000,16.0,,성동문화원,4744,서울특별시,성동구,행당동,행당1동
서울특별시 마포구 백범로 227 (신공덕동),,1,0.0,인문(문화/예술/역사),문화시설,문화원,130369,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/52/3476952_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/52/3476952_image3_1.JPG,Type3,126.9555071,37.54228443,6.0,20250300000000,13.0,,마포문화원,4193,서울특별시,마포구,신공덕동,공덕동
서울특별시 종로구 돈화문로 71,(와룡동),1,0.0,인문(문화/예술/역사),문화시설,박물관,130365,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/44/1570844_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1570844_image3_1.jpg,Type3,126.990603,37.57489516,6.0,20241200000000,23.0,,떡박물관,3132,서울특별시,종로구,와룡동,종로1·2·3·4가동
서울특별시 종로구 새문안로 55 서울역사박물관,,1,0.0,인문(문화/예술/역사),문화시설,박물관,130361,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/87/2661487_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/87/2661487_image2_1.JPG,Type3,126.9707772,37.56989816,6.0,20241100000000,23.0,,서울역사박물관,3177,서울특별시,종로구,신문로2가,사직동
서울특별시 용산구 두텁바위로 160,(후암동),1,0.0,인문(문화/예술/역사),문화시설,도서관,130355,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/66/2017866_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2017866_image3_1.jpg,Type3,126.9801268,37.5519893,6.0,20241100000000,21.0,,서울특별시교육청 용산도서관,4328,서울특별시,용산구,후암동,후암동
서울특별시 중구 정동길 43,(정동),1,0.0,인문(문화/예술/역사),문화시설,공연장,130353,14,20071100000000,,,,126.9728271,37.56592922,6.0,20240600000000,24.0,,국립 정동극장,4518,서울특별시,중구,정동,소공동
서울특별시 용산구 소월로 109,,1,0.0,인문(문화/예술/역사),문화시설,도서관,130352,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/73/3466473_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/73/3466473_image3_1.JPG,Type3,126.9821378,37.55254205,6.0,20250100000000,21.0,,서울특별시교육청 남산도서관,4340,서울특별시,용산구,후암동,후암동
서울특별시 마포구 와우산로29나길 20,(서교동),1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130348,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/85/1807785_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/1807785_image3_1.jpg,Type3,126.9278315,37.55446308,6.0,20241000000000,13.0,,대안공간 루프,4053,서울특별시,마포구,서교동,서교동
서울특별시 종로구 새문안로 76,(신문로1가),1,0.0,인문(문화/예술/역사),문화시설,공연장,130346,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/08/572308_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/572308_image3_1.jpg,Type3,126.9731603,37.56980655,6.0,20221200000000,23.0,,금호아트홀,3185,서울특별시,종로구,신문로1가,사직동
서울특별시 서초구 효령로72길 60,,1,0.0,인문(문화/예술/역사),문화시설,공연장,130315,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/99/3109799_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/99/3109799_image3_1.JPG,Type3,127.0279688,37.48564509,6.0,20241000000000,15.0,,한전아트센터 공연장,6732,서울특별시,서초구,서초동,서초2동
서울특별시 강남구 압구정로71길 10 (청담동),2층,1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130306,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/90/3438890_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/90/3438890_image3_1.png,Type3,127.0458771,37.527435,6.0,20250300000000,1.0,,유 아트 스페이스,6010,서울특별시,강남구,청담동,청담동
서울특별시 강남구 선릉로116길 45,(삼성동),1,0.0,인문(문화/예술/역사),문화시설,도서관,130304,14,20040300000000,,,,127.0466663,37.51363384,6.0,20241100000000,1.0,,서울특별시교육청 강남도서관,6093,서울특별시,강남구,삼성동,삼성2동
서울특별시 서초구 반포대로 201,(반포동),1,0.0,인문(문화/예술/역사),문화시설,도서관,130303,14,20071100000000,,,,127.0028374,37.49797931,6.0,20240600000000,15.0,,국립중앙도서관,6579,서울특별시,서초구,반포동,반포4동
서울특별시 종로구 삼청로 18,,1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130302,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/78/696678_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/696678_image3_1.jpg,Type3,126.9798928,37.57746133,6.0,20250400000000,23.0,,금호미술관,3062,서울특별시,종로구,사간동,삼청동
서울특별시 서초구 효령로72길 60,,1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130301,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/30/682230_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/682230_image3_1.jpg,Type3,127.0280577,37.48518403,6.0,20241000000000,15.0,,한전아트센터 갤러리,6732,서울특별시,서초구,서초동,서초2동
서울특별시 강서구 마곡중앙로 136 (마곡동),,1,0.0,인문(문화/예술/역사),문화시설,공연장,130289,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/23/3437423_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/23/3437423_image3_1.JPG,Type3,126.829443,37.56534061,6.0,20250300000000,4.0,,LG아트센터 서울,7789,서울특별시,강서구,마곡동,가양1동
서울특별시 중구 새문안로 22,(충정로1가),1,0.0,인문(문화/예술/역사),문화시설,공연장,130286,14,20061000000000,http://tong.visitkorea.or.kr/cms/resource/53/1894753_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/1894753_image3_1.jpg,Type3,126.9686163,37.56712622,6.0,20241000000000,24.0,,문화일보홀,4516,서울특별시,중구,충정로1가,소공동
서울특별시 종로구 종로 1,(종로1가),1,0.0,인문(문화/예술/역사),문화시설,대형서점,130285,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/26/2721826_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2721826_image3_1.jpg,Type3,126.9779821,37.57097594,6.0,20241100000000,23.0,,교보문고,3154,서울특별시,종로구,종로1가,종로1·2·3·4가동
서울특별시 강남구 영동대로 513,(삼성동),1,0.0,인문(문화/예술/역사),휴양관광지,테마공원,130284,14,20060200000000,http://tong.visitkorea.or.kr/cms/resource/83/3081283_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3081283_image3_1.jpg,Type3,127.0591319,37.51180927,6.0,20240600000000,1.0,,코엑스 아쿠아리움,6164,서울특별시,강남구,삼성동,삼성1동
서울특별시 종로구 인사동10길 13,(관훈동) 청아빌딩 2층,1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130279,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/31/683431_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/683431_image3_1.jpg,Type3,126.9857146,37.57433958,6.0,20231200000000,23.0,,모인화랑,3146,서울특별시,종로구,관훈동,종로1·2·3·4가동
서울특별시 종로구 인사동10길 11-4,(관훈동),1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130278,14,20071100000000,,,,126.9857146,37.574584,6.0,20240600000000,23.0,,경인미술관,3146,서울특별시,종로구,관훈동,종로1·2·3·4가동
서울특별시 종로구 대학로 101,(연건동),1,0.0,인문(문화/예술/역사),문화시설,박물관,130275,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/75/1568275_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1568275_image3_1.jpg,Type3,126.9989688,37.57956143,6.0,20250300000000,23.0,,서울대학교병원 의학박물관,3080,서울특별시,종로구,연건동,이화동
서울특별시 송파구 올림픽로 424 (방이동),,1,0.0,인문(문화/예술/역사),문화시설,전시관,130274,14,20071100000000,,,,127.1150682,37.52060926,6.0,20250300000000,18.0,,서울백제어린이박물관,5540,서울특별시,송파구,방이동,오륜동
서울특별시 종로구 평창32길 8,(평창동),1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130272,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/22/1570622_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1570622_image3_1.jpg,Type3,126.97567,37.61214056,6.0,20240800000000,23.0,,토탈미술관,3004,서울특별시,종로구,평창동,평창동
서울특별시 중구 퇴계로18길 66,(남산동1가),1,0.0,인문(문화/예술/역사),문화시설,박물관,130263,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/51/3109351_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/51/3109351_image3_1.JPG,Type3,126.9842485,37.5581831,6.0,20240800000000,24.0,,초전섬유ㆍ퀼트박물관,4630,서울특별시,중구,남산동1가,명동
서울특별시 은평구 녹번로 16,(녹번동),1,0.0,인문(문화/예술/역사),문화시설,공연장,130257,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/04/1805604_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/1805604_image3_1.jpg,Type3,126.9279079,37.60370735,6.0,20231200000000,22.0,,은평문화예술회관,3381,서울특별시,은평구,녹번동,녹번동
서울특별시 종로구 창덕궁길 89 (원서동),,1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130251,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/68/3414068_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3414068_image3_1.jpg,Type3,126.9892391,37.58156936,6.0,20250100000000,23.0,,인미공(구 인사미술공간),3057,서울특별시,종로구,원서동,가회동
서울특별시 동작구 장승배기로10길 42,,1,0.0,인문(문화/예술/역사),문화시설,문화원,130247,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/48/1894748_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/1894748_image3_1.jpg,Type3,126.9409873,37.50453856,6.0,20250300000000,12.0,,동작문화원,6963,서울특별시,동작구,상도동,상도2동
서울특별시 영등포구 여의공원로 101,(여의도동),1,0.0,인문(문화/예술/역사),문화시설,공연장,130243,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/93/2378593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2378593_image2_1.jpg,Type3,126.9248881,37.52924373,6.0,20241000000000,20.0,,영산아트홀,7241,서울특별시,영등포구,여의도동,여의동
서울특별시 중구 장충단로 59,(장충동2가),1,0.0,인문(문화/예술/역사),문화시설,공연장,130231,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/10/3083810_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3083810_image3_1.jpg,Type3,126.9996334,37.5527229,6.0,20240500000000,24.0,,국립극장,4621,서울특별시,중구,장충동2가,장충동
서울특별시 종로구 대학로8길 7 (동숭동),,1,0.0,인문(문화/예술/역사),문화시설,공연장,130230,14,20060600000000,,,,127.0029878,37.58126409,6.0,20250300000000,23.0,,아르코예술극장,3086,서울특별시,종로구,동숭동,이화동
서울특별시 종로구 세종대로 152,(세종로),1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130227,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/25/3412025_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/25/3412025_image3_1.JPG,Type3,126.9776488,37.56987607,6.0,20241100000000,23.0,,일민미술관,3187,서울특별시,종로구,세종로,종로1·2·3·4가동
서울특별시 강남구 테헤란로 440,,1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130226,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/54/684154_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/684154_image3_1.jpg,Type3,127.0560768,37.50587658,6.0,20240600000000,1.0,,포스코미술관,6194,서울특별시,강남구,대치동,대치4동
서울특별시 광진구 광나루로56길 67,(구의동),1,0.0,인문(문화/예술/역사),문화시설,문화원,130223,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/17/3478417_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3478417_image3_1.jpg,Type3,127.0964722,37.5365043,6.0,20250300000000,6.0,,광진문화원,5119,서울특별시,광진구,구의동,구의3동
서울특별시 강북구 삼각산로 85,(수유동),1,0.0,인문(문화/예술/역사),문화시설,문화원,130217,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/33/1894733_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/1894733_image3_1.jpg,Type3,127.0133102,37.64084346,6.0,20240800000000,3.0,,강북문화원,1036,서울특별시,강북구,수유동,인수동
서울특별시 양천구 목동남로 106 (신정동),,1,0.0,인문(문화/예술/역사),문화시설,문화원,130215,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/58/3396358_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/3396358_image3_1.JPG,Type3,126.870213,37.510856,6.0,20250300000000,19.0,,양천문화원,8102,서울특별시,양천구,신정동,신정7동
서울특별시 송파구 올림픽로 44,(잠실동),1,0.0,인문(문화/예술/역사),문화시설,문화원,130214,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/05/3478505_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3478505_image3_1.jpg,Type3,127.0760526,37.50969316,6.0,20250300000000,18.0,,송파문화원,5572,서울특별시,송파구,잠실동,잠실7동
서울특별시 성북구 성북로4길 13-8 (동소문동1가),,1,0.0,인문(문화/예술/역사),문화시설,문화원,130213,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/90/3393290_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/90/3393290_image3_1.JPG,Type3,127.0057623,37.58976592,6.0,20250300000000,17.0,,성북문화원,2834,서울특별시,성북구,동소문동1가,성북동
서울특별시 관악구 신림로3길 35,(신림동),1,0.0,인문(문화/예술/역사),문화시설,문화원,130212,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/07/3476907_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/3476907_image3_1.JPG,Type3,126.9448852,37.46765124,6.0,20250300000000,5.0,,관악문화원,8825,서울특별시,관악구,신림동,대학동
서울특별시 도봉구 도봉로 552,,1,0.0,인문(문화/예술/역사),문화시설,문화원,130211,14,20071100000000,,,,127.0384297,37.65408959,6.0,20241200000000,10.0,,도봉문화원,1427,서울특별시,도봉구,창동,창5동
서울특별시 중구 청계천로 86 (장교동),,1,0.0,인문(문화/예술/역사),문화시설,문화원,130209,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/81/3478581_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/3478581_image3_1.jpg,Type3,126.9865425,37.56757371,6.0,20250300000000,24.0,,서울 중구문화원,4541,서울특별시,중구,장교동,명동
서울특별시 종로구 율곡로 5,,1,0.0,인문(문화/예술/역사),문화시설,문화원,130207,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/15/1894715_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1894715_image3_1.jpg,Type3,126.9802817,37.57609483,6.0,20241100000000,23.0,,종로문화원,3062,서울특별시,종로구,중학동,삼청동
서울특별시 강남구 봉은사로 406,(삼성동),1,0.0,인문(문화/예술/역사),문화시설,문화전수시설,130198,14,20040200000000,http://tong.visitkorea.or.kr/cms/resource/39/683839_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/683839_image3_1.jpg,Type3,127.0446444,37.51020087,6.0,20241000000000,1.0,,국가무형유산전수교육관,6153,서울특별시,강남구,삼성동,삼성2동
서울특별시 종로구 자하문로6길 20,(통의동),1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130190,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/42/683542_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/683542_image3_1.jpg,Type3,126.9732156,37.57806948,6.0,20241200000000,23.0,,갤러리 시몬,3044,서울특별시,종로구,통의동,사직동
서울특별시 중구 세종대로 110,(태평로1가),1,0.0,인문(문화/예술/역사),문화시설,도서관,130183,14,20071100000000,,,,126.978371,37.56659868,6.0,20240500000000,24.0,,서울도서관,4524,서울특별시,중구,태평로1가,명동
서울특별시 도봉구 도봉산길 86 (도봉동),,1,0.0,인문(문화/예술/역사),문화시설,박물관,130182,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/39/2363839_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/39/2363839_image2_1.png,Type3,127.0351735,37.68715791,6.0,20250400000000,10.0,,국립공원 산악박물관,1300,서울특별시,도봉구,도봉동,도봉1동
서울특별시 마포구 토정로 6,(합정동),1,0.0,인문(문화/예술/역사),문화시설,박물관,130181,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/77/1807777_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1807777_image3_1.jpg,Type3,126.9117555,37.5441251,6.0,20241200000000,13.0,,한국천주교순교자박물관,4085,서울특별시,마포구,합정동,합정동
서울특별시 서초구 신흥안길 40-10,,1,0.0,인문(문화/예술/역사),문화시설,박물관,130179,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/46/1570746_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1570746_image3_1.jpg,Type3,127.0754765,37.45346356,6.0,20240800000000,15.0,,분재박물관,6801,서울특별시,서초구,내곡동,내곡동
서울특별시 강동구 올림픽로 875,,1,0.0,인문(문화/예술/역사),문화시설,박물관,130178,14,20071100000000,,,,127.130324,37.56062433,6.0,20250300000000,2.0,,암사동 선사유적박물관,5239,서울특별시,강동구,암사동,암사2동
서울특별시 중랑구 면목로 238,(면목동),1,0.0,인문(문화/예술/역사),문화시설,문화원,130175,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/98/1894698_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/1894698_image3_1.jpg,Type3,127.0849944,37.57379143,6.0,20241200000000,25.0,,중랑문화원,2254,서울특별시,중랑구,면목동,면목4동
서울특별시 중랑구 신내로15길 197,(묵동),1,0.0,인문(문화/예술/역사),문화시설,도서관,130174,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/93/1894693_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/1894693_image3_1.jpg,Type3,127.0868931,37.61515332,6.0,20241000000000,25.0,,중랑구립정보도서관,2041,서울특별시,중랑구,묵동,묵1동
서울특별시 중구 세종대로 99,,1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130173,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/04/2991504_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2991504_image3_1.jpg,Type3,126.9748047,37.5657876,6.0,20250400000000,24.0,,국립현대미술관 덕수궁,4519,서울특별시,중구,정동,소공동
서울특별시 중구 세종대로 135-5,"3,4층",1,0.0,인문(문화/예술/역사),문화시설,박물관,130157,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/88/2833488_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2833488_image3_1.jpg,Type3,126.9764156,37.56860397,6.0,20241200000000,24.0,,신한은행 한국금융사박물관,4519,서울특별시,중구,태평로1가,명동
서울특별시 서초구 남부순환로 2572 (서초동),,1,0.0,인문(문화/예술/역사),문화시설,박물관,130156,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/96/682196_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/682196_image3_1.jpg,Type3,127.0312797,37.48367593,6.0,20240900000000,15.0,,외교사료관,6750,서울특별시,서초구,서초동,서초2동
서울특별시 종로구 우정국로 68 동덕빌딩,B1 동덕아트갤러리,1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130155,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/69/3048969_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/3048969_image3_1.JPG,Type3,126.9833315,37.57498946,6.0,20240500000000,23.0,,동덕아트갤러리,3145,서울특별시,종로구,관훈동,종로1·2·3·4가동
서울특별시 종로구 경희궁길 42,(신문로2가),1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130154,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/42/1570442_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/1570442_image3_1.jpg,Type3,126.9696605,37.57351439,6.0,20240800000000,23.0,,성곡미술관,3175,서울특별시,종로구,신문로2가,사직동
서울특별시 서대문구 통일로 251,,1,0.0,인문(문화/예술/역사),문화시설,전시관,130152,14,20071100000000,,,,126.9555507,37.57435848,6.0,20250300000000,14.0,,서대문형무소역사관,3732,서울특별시,서대문구,현저동,천연동
서울특별시 종로구 삼청로 20,,1,0.0,인문(문화/예술/역사),문화시설,전시관,130151,14,20071100000000,,,,126.9799484,37.57761687,6.0,20240500000000,23.0,,이리자 한복전시관,3062,서울특별시,종로구,사간동,삼청동
서울특별시 서초구 남부순환로 2364 (서초동),,1,0.0,인문(문화/예술/역사),문화시설,박물관,130125,14,20071100000000,http://tong.visitkorea.or.kr/cms/resource/92/2013392_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/92/2013392_image2_1.JPG,Type3,127.0090513,37.4784067,6.0,20250300000000,15.0,,국립국악박물관,6757,서울특별시,서초구,서초동,서초3동
서울특별시 서초구 남부순환로 2364,,1,0.0,인문(문화/예술/역사),문화시설,문화전수시설,130124,14,20071100000000,,,,127.0088597,37.47783732,6.0,20240600000000,15.0,,국립국악원,6757,서울특별시,서초구,서초동,서초3동
서울특별시 종로구 율곡로3길 87,(소격동),1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130072,14,20071100000000,,,,126.9818259,37.57951669,6.0,20250400000000,23.0,,아트선재센터,3062,서울특별시,종로구,소격동,삼청동
서울특별시 중구 덕수궁길 61,,1,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,130071,14,20071100000000,,,,126.9736937,37.56416277,6.0,20240700000000,24.0,,서울시립미술관(서소문본관),4515,서울특별시,중구,서소문동,소공동
