contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,booktour,firstimage,firstimage2,cpyrhtDivCd,areacode,sigungucode,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
130919,14,경기대학교소성박물관,20070710090000,20240613152644,,,"▪ <a href=""https://www.kyonggi.ac.kr/kgumuseum/index.do"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.kyonggi.ac.kr</a>",0,http://tong.visitkorea.or.kr/cms/resource/63/3072563_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3072563_image3_1.jpg,Type3,31,13,A02,A0206,A02060100,경기도 수원시 영통구 광교산로 154-42,,16227,127.0347178433,37.3005500052,6,"경기대학교소성박물관은 문화유산을 조사, 발굴, 수집, 보존하고 정리 및 전시하여 학술연구에 이바지하고 대학 구성원의 문화적 욕구를 충족하기 위해 개관하였다.
소성박물관은 농경 민속품과 민화가 대표적인 소장품으로 경기도, 전라도, 경상도, 제주도 등의 농경 민속품을 수집하여 국내 최초의 농경 전시실을 개관하였으며 민화, 농기구, 옥공예와 주요 소장품 및 국가 귀속 발굴품 등 총 5,859점을 보유하고 있다. 또한 민화는 전국에서 가장 많은 자료를 수집하여 전시하고 있다. 이외에 중요무형문화재 제100호 옥장 장주원 선생의 작품과 문화유적 조사를 통해 발굴된 유물을 소장 전시하고 있다.
관람객들을 위한 다양한 편의시설을 갖춘 5개의 독립 전시실과 안전한 유물관리를 위해 항온 항습, 자동소화 설비, 소독장비를 완비한 수장고가 있다. 경기대학교소성박물관은 국내 대학 최고 수준의 5개 전시실과 다른 박물관에서 찾아보기 어려운 소장품을 바탕으로 매년 특별전을 개최하여 지역문화 발전에 이바지하고 있다."
130546,14,경기도국악당,20050309090000,20240604164258,,,"<a href=""http://www.ggad.or.kr"" target=""_blank"" title=""새창 : 경기도국악당 홈페이지로 이동"">http://www.ggad.or.kr</a>",0,http://tong.visitkorea.or.kr/cms/resource/30/3068530_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3068530_image3_1.jpg,Type3,31,23,A02,A0206,A02060600,경기도 용인시 기흥구 민속촌로 89,(보라동),17075,127.1135118480,37.2593867373,6,"한국민속촌 부근에 있는 경기도국악당은 한국 전통예술을 널리 보급하여 국악 저변을 확대와 전통문화의 세계화를 실현하며, 도민과 외국인 관광객에게 다양한 전통문화를 보급하기 위해 2004년 7월 개관하였다. 1990년 경기도립극단 창단을 시작으로 2004년 경기도문화의전당으로 출범해 2020년 기관명을 변경한 경기아트센터의 소속 기관이다.
경기도국악당은 지상 2층, 지상 3층 건물로 건축되었다. 공연장은 470석(장애인석 6석 포함)의 객석을 보유하고 있으며, 부대시설로는 분장실, 합주실, 강습실, 악기 보관실, 의상 보관실, 휴게실, 스낵바, 어린이 놀이방 등이 있다. 1년 내내 쉬지 않는 공연장이라는 슬로건 하에 다채로운 기획공연과 정기공연이 개최되고 있으며, 교육프로그램으로는 어린이와 성인을 대상으로 한국무용, 사물놀이, 판소리, 가야금 등 총 21회 수업이 진행되는 경기국악원 정통예술강좌 오늘수업과 학교 및 단체 국악체험 프로그램인 국악소풍을 운영하고 있다.
수원신갈IC에서 차량으로 약 7분, 수인분당선 상갈역에서 약 6분 소요되며, 역에서 한번에 가는 버스가 있다. 인근에 에버랜드, 한국민속촌, 한국잡월드, 세계문화유산 융건릉, 물향기수목원, 용인농촌테마파크, 덕평공룡수목원 등이 있다."
631278,14,경기도미술관,20081002192628,20240517154142,,,"<a href=""https://www.instagram.com/gyeonggimoma/"" target=""_blank"" title=""새창 : 경기도미술관 인스타그램 페이지로 이동"">https://www.instagram.com/gyeonggimoma/</a>",0,http://tong.visitkorea.or.kr/cms/resource/36/3020536_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3020536_image3_1.jpg,Type3,31,15,A02,A0206,A02060500,경기도 안산시 단원구 동산로 268,,15385,126.8099598046,37.3250570533,6,"경기도미술관은 국내외 작가의 전시, 미술품 수집을 비롯해 연구, 교육, 홍보사업 등 프로그램을 운영하면서 다양한 문화 서비스를 제공한다. 특히 전문성과 예술성, 지역성과 세계성이 조화를 이루는 다양한 기획 전시를 통해 미술 문화의 명소로 자리 잡고 있다. 공원 내 생태 호수를 배경으로 한 미술관 건물은 전면을 유리로 시공해 맑고 쾌적한 느낌을 주는 한편, 다양한 기획전이 이루어지는 높은 층고의 전시실을 중심으로 현대미술관의 역할을 다하고 있다.
경기도 미술관에서는 누구나 쉽게 일상에서 문화예술을 접할 수 있도록 매월 마지막 주에 [문화가 있는 날]을 운영하는데 경기도 미술관의 큐레이터들이 직접 전시, 작품, 아카이브, 건축 등 매월 새롭고 다양한 주제를 가지고 이야기를 들려준다. 이를 통해 더욱 편안하고 즐겁게 예술을 즐길 수 있으며, 미술전문가가 아닌 일반인과 아이들까지 누구나 예술 작품을 감상하고 즐길 수 있는 미술관으로 호평받고 있다."
130136,14,경기도박물관,20071106104345,20240522163131,,,"<a href=""http://musenet.ggcf.kr/"" target=""_blank"" title=""새창 : 경기도박물관 홈페이지로 이동"">http://musenet.ggcf.kr/</a>",1,http://tong.visitkorea.or.kr/cms/resource/99/3111099_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3111099_image3_1.jpg,Type3,31,23,A02,A0206,A02060100,경기도 용인시 기흥구 상갈로 6,,17072,127.1086564838,37.2682634008,6,"경기도어린이박물관과 이웃하고 있는 경기도박물관은 경기도의 역사와 전통문화를 계승하고 발전시키기 위해 1996년 6월 개관하였다. 국보 1점과 보물 4점을 보유하고 정기 도슨트 프로그램을 운영하고 있어 개인뿐 아니라 학생들의 단체 체험학습장으로도 많은 사랑을 받는 곳이다.
지하 1층 지상 3층 규모에 6개의 전시실을 갖추고 있으며, 전시유형에 따라 크게 상설전시, 기획전시, 기증실, 야외전시장으로 구성되어 있다. 상설전시실은 선사∙고대실, 고려∙조선실, 근현대실, 실감영상실 등으로 이루어져 있으며, 국보 초조본 대방광불화엄경과 보물 천태사교의, 진언권공(언해), 심대 호성공신교서, 조영복 초상 등 총 23점, 도유형문화재 29점, 중요민속문화재 12점을 비롯한 각종 전적∙회화∙석기유물∙정동기유물∙철기유물∙금속공예∙도자기류 3,500여 점의 유물과 4,000여 권의 연구 도서가 전시되어 있다.
박물관에서는 연 2회 이상 특별전시회를 개최하고 있으며 교육 프로그램으로는 다양한 어린이, 청소년, 성인을 대상으로 한 전시 연계교육과 특별교육 프로그램과 찾아가는 박물관을 운영하고 있다. 또 닥종이 인형, 민화, 규방공예 등을 배워볼 수 있는 문화동호회도 주목할 만한 프로그램이다.
수원신갈IC에서 차량으로 약 3분, 수인분당선 상갈역에서 도보로 약 10분[681m] 소요된다. 인근에 경기도어린이박물관, 백남준아트센터, 에버랜드, 한국민속촌, 세계문화유산 수원화성과 융건릉, 기흥호수공원, 덕평공룡수목원, 별빛정원우주, 한택식물원 등이 있다."
1605877,14,경기도어린이박물관,20120418190227,20240516145453,,,"<a href=""http://gcm.ggcf.kr"" target=""_blank"" title=""새창 : 경기도어린이박물관 홈페이지로 이동"">http://gcm.ggcf.kr</a>",0,http://tong.visitkorea.or.kr/cms/resource/26/3058026_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3058026_image3_1.jpg,Type3,31,23,A02,A0206,A02060100,경기도 용인시 기흥구 상갈로 6,,17072,127.1086564838,37.2682634008,6,"경기도박물관 내에 있는 경기도어린이박물관은 어린이들을 위한 체험식 박물관으로 2011년 9월 개관하였다. 어린이들이 전시물과의 상호작용을 통해 스스로 배우고 알아가는 재미를 느낄 수 있도록 고안되어 개인뿐 아니라 어린이집, 유치원, 학교 등의 기관 및 단체 체험학습장으로도 많은 사랑을 받는 곳이다.
지하 1층 지상 3층 규모의 10개 전시실을 갖추고 있으며, 전시유형에 따라 크게 상설 전시, 기획 전시, 틈새 전시, 박물관 속 미술관으로 구성되어 있다. 상설 전시로는 어린이박물관을 대표하는 높이 14m의 도전감과 용기를 키울 수 있는 클라이머 21세기 잭과 콩나무가 있는 튼튼 놀이터와 48개월 미만의 영유아를 위한 감각 놀이공간인 자연 놀이터, 우리 몸은 어떻게?, 바람의 나라, 도전! 어린이 건축가, 다문화 가족을 이해하고 공동체 의식을 함양하는 공간인 내 친구를 소개합니다, 전래동화를 테마로 한 동화 속 보물찾기, 미디어 체험존인 컬러풀 정글, 흙과 그림자를 주제로 한 에코 아틀리에 등이 있다. 
교육 프로그램으로는 다양한 전시 연계교육과 특별교육 프로그램이 운영되고 있다. 홈페이지를 통해 각 예약 회차에 맞춰 선착순 사전 예약제 원칙으로 운영된다. 회차별 정원 기준이 있으므로 영유아 및 보호자는 무료 대상자를 포함한 방문객 전원 모두 예매해야 하며, 관람일 7일 전부터 당일까지 예매 가능하다.
수원신갈IC에서 차량으로 약 3분, 수인분당선 상갈역에서 도보로 약 10분 소요된다. 인근에 경기도박물관, 백남준아트센터, 에버랜드, 한국민속촌, 세계문화유산 수원화성과 융건릉, 기흥호수공원, 덕평공룡수목원, 별빛정원우주, 한택식물원 등이 있다."
3081843,14,경기도업사이클플라자,20231129103632,20240116101729,,,"<a href=""https://www.ggupcycle.or.kr/frt/main.do"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.ggupcycle.or.kr</a>",,http://tong.visitkorea.or.kr/cms/resource/36/3081836_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/36/3081836_image3_1.JPG,Type3,31,13,A02,A0206,A02060300,경기도 수원시 권선구 서둔로 166 (서둔동),,16614,126.9811903187,37.2665807612,6,"경기도 업사이클플라자는 경기도의 보조금을 지원받아 업사이클 산업육성과 문화확산을 위한 인프라 장비와 다양한 프로그램을 제공할 뿐만 아니라, 버려지는 물품에 디자인과 활용성을 더하여 가치가 높은 제품으로 재탄생시키는 업사이클의 가치를 알리고, 자원 순환형 미래 사회 구축을 위한 경기도 업사이클 산업육성의 허브로 활용하기 위해 만들어진 곳이다.
자원을 재사용 할 수 있도록 단순히 재활용만 하는 것이 아니라, 디자인이나 활용성을 더하여 더 높은 가치를 지닌 아이템과 상품으로 탄생시키는 업사이클링은 자원순환의 또 다른 방식이다. 평범한 일상 속 버려지는 물품들은 우리에게 점점 더 큰 환경적 위협으로 다가오고 있는 요즈음 경기도 업사이클플라자에서는 다양한 업사이클 제품을 생산 판매하고 친환경적인 소비 경험을 제공함으로써 업사이클의 산업적, 환경적 가치와 그 문화를 알려 지구와 자연 인간의 조화를 위한 밑거름을 만들어 나가고 있다."
130358,14,경기도자박물관,20110131184926,20250319093026,,,,0,,,,31,5,A02,A0206,A02060100,경기도 광주시 곤지암읍 경충대로 727,,12805,127.3266121626,37.3510216352,6,"경기도자박물관은 조선시대 500년간 왕실용 도자기를 생산했던 관요의 고장 경기도 광주에 위치하고 있다. 광주 관요는 물론 경기도에 소재하는 초기 청자 및 백자에서부터 근·현대 도자에 이르기까지 유무형 자료의 수집, 보존, 연구, 전시를 목적으로 설립되었다. 나아가 한국 도자기의 역사와 전통에 대한 일반의 이해를 증진시키기 위해 경기도내 도자관련 유적, 유물뿐만 아니라 한국도자기의 태동에서 현대까지 장인들의 예술성과 우수한 공예 기술로 제작된 중요 유물 및 작품들을 전시하고, 지역문화 유산의 보고로서의 역할을 다하기 위해 다양한 프로그램을 운영하고 있다.

(출처 : 한국도자재단 홈페이지)"
3408892,14,경기도해양수산자원연구소민물고기생태학습관,20241107103208,20241107103224,,,,,http://tong.visitkorea.or.kr/cms/resource/49/3408849_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3408849_image3_1.jpg,Type1,31,19,A02,A0206,A02060300,경기도 양평군 용문면 상광길 23-2,,12513,127.6384737204,37.5117531608,6,"양평군 용문면 광탄리에 위치한 민물고기 생태학습관은 경기도민물고기연구소에서 운영하고 있다. 민물고기의 생태를 학습하기 위해 2003년 7월에 개관했으며 학습관 1층에는 민물고기 65종 3500여 마리가 있다. 2층은 체험전시실로 낚시 체험, 물고기 동판 어탁, 오락기 등 다양한 체험코너가 설치되어 있다. 영상학습실에서는 자연 다큐멘터리를 볼 수도 있다."
3427294,14,경기도행정역사관,20241127161859,20241226153037,,,https://gghistory.modoo.at,,http://tong.visitkorea.or.kr/cms/resource/91/3427291_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3427291_image3_1.jpg,Type1,31,13,A02,A0206,A02060100,경기도 수원시 장안구 경수대로 1150 (파장동),본관 도서관 1층,16207,126.9894215933,37.3135115827,6,"경기도행정역사관은 경기도 수원시에 위치한 문화시설로, 경기도 행정의 변천사와 역사를 다양한 기록물과 전시를 통해 알리는 공간이다."
3084989,14,경기문화재단 아트홀(구 다산홀),20240122120819,20240701162811,,,"<a href=""https://ggcf.kr/"" target=""_blank"" title=""새창 : 경기문화재단 홈페이지로 이동"">https://ggcf.kr/</a>",,http://tong.visitkorea.or.kr/cms/resource/32/3084532_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/32/3084532_image3_1.JPG,Type3,31,13,A02,A0206,A02060600,경기도 수원시 팔달구 인계로 178 (인계동),,16488,127.0369269432,37.2659873802,6,"경기문화재단은 경기도 문화예술의 진흥을 위해 우리나라에서 처음 설립된 공공문화재단이다. 2008년부터 도립 박물관과 미술관을 통합 운영하고 있다. 경기문화재단은 경기문화의 정체성과 독창성을 살린 다양한 문화 기획 사업으로 도민에게 역사에서 예술까지 문화생활을 영위하도록 지원하고 있다.
이곳은 수원시 인계동에 위치하고 있으며 3층에는 아트홀(구 다산홀)과 강의실, 연습 공간이 있어 대관 서비스를 통하여 이용할 수 있다. 아트홀(구 다산홀)은 공연, 콘서트, 학술 심포지움 등의 장소로 이용되고 있다.
수인분당선 수원시청역 9번 출구에서 800m 거리에 있으며 인근에는 효원공원, 경기아트센터, 인계예술공원이 있다."
