addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,ADM_NM
서울특별시 은평구 진관2로 15-8 (진관동),,1,,음식,음식점,카페/전통찻집,3443357,39,2.02412E+13,http://tong.visitkorea.or.kr/cms/resource/17/3443317_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/17/3443317_image3_1.JPG,Type1,126.9195744,37.63544795,6,2.02412E+13,22,,필즈커피 FILLZ COFFEE,3306,진관동
서울특별시 강서구 공항대로 219 (마곡동),3층 301호,1,,음식,음식점,카페/전통찻집,3443228,39,2.02412E+13,http://tong.visitkorea.or.kr/cms/resource/92/3442892_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/92/3442892_image3_1.JPG,Type1,126.8320235,37.55968853,6,2.02412E+13,4,,벤의 서재,7802,가양1동
서울특별시 마포구 월드컵북로54길 17 (상암동),지하 1층 B-132A 도락,1,,음식,음식점,한식,3443159,39,2.02412E+13,http://tong.visitkorea.or.kr/cms/resource/61/3442861_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/3442861_image3_1.JPG,Type1,126.8885621,37.58137869,6,2.02412E+13,13,,도락,3924,상암동
서울특별시 용산구 한강대로23길 55 (한강로3가),4층,1,,음식,음식점,카페/전통찻집,3443017,39,2.02412E+13,http://tong.visitkorea.or.kr/cms/resource/40/3443040_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3443040_image3_1.jpg,Type1,126.9647566,37.52982493,6,2.02503E+13,21,02-2012-0434,식물학 아이파크몰점,4377,한강로동
서울특별시 은평구 연서로50길 8 (진관동),,1,,음식,음식점,카페/전통찻집,3442723,39,2.02412E+13,http://tong.visitkorea.or.kr/cms/resource/47/3443247_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/47/3443247_image3_1.JPG,Type1,126.9380226,37.6403866,6,2.02412E+13,22,,꿈콩카페,3308,진관동
"서울특별시 구로구 경인로 643 (신도림동, 신도림2차동아아파트)",신도림2차 동아아파트 205가동  상가 1층 116호,1,,음식,음식점,한식,3441589,39,2.02412E+13,http://tong.visitkorea.or.kr/cms/resource/82/3441582_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3441582_image3_1.jpg,Type3,126.886556,37.50818994,6,2.02412E+13,7,,팔각도 본점,8208,신도림동
서울특별시 종로구 수표로28길 33-5 (익선동),,1,,음식,음식점,카페/전통찻집,3434068,39,2.02412E+13,,,,126.9901559,37.57341477,6,2.02412E+13,23,,낙원역,3133,종로1·2·3·4가동
서울특별시 용산구 후암동,358-144,1,,음식,음식점,카페/전통찻집,3417988,39,2.02411E+13,,,,126.9835155,37.54945354,6,2.02503E+13,21,,콤포트,4328,후암동
서울특별시 동대문구 망우로 22 (휘경동),,1,,음식,음식점,카페/전통찻집,3416133,39,2.02411E+13,http://tong.visitkorea.or.kr/cms/resource/08/3415308_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3415308_image3_1.jpg,Type3,127.0560911,37.5880337,6,2.02503E+13,11,,미드나잇 롤러코스터 클럽,2494,휘경2동
서울특별시 관악구 남부순환로247길 23 (봉천동),,1,,음식,음식점,카페/전통찻집,3415204,39,2.02411E+13,http://tong.visitkorea.or.kr/cms/resource/09/3415209_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3415209_image3_1.jpg,Type3,126.9668468,37.4771672,6,2.02503E+13,5,,페어필드커피,8801,행운동
서울특별시 서초구 올림픽대로 2085-14 (반포동),세빛섬 내 가빛섬 1층,1,,음식,음식점,카페/전통찻집,3410623,39,2.02411E+13,http://tong.visitkorea.or.kr/cms/resource/95/3409795_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3409795_image3_1.jpg,Type3,126.9965765,37.51230254,6,2.02503E+13,15,,카페 돌체,6500,반포2동
서울특별시 서초구 올림픽대로 2085-14 (반포동),세빛섬 내 채빛섬 2층,1,,음식,음식점,이색음식점,3410603,39,2.02411E+13,http://tong.visitkorea.or.kr/cms/resource/67/3409767_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/3409767_image3_1.jpg,Type3,126.9965765,37.51230254,6,2.02503E+13,15,,채빛퀴진,6500,반포2동
서울특별시 마포구 잔다리로6길 20-9 (서교동),"B1층, 1층",1,,음식,음식점,카페/전통찻집,3397897,39,2.0241E+13,,,,126.9206711,37.55193268,6,2.02503E+13,13,,더블유오앤,4042,서교동
서울특별시 종로구 자하문로 43 (통인동),,1,,음식,음식점,카페/전통찻집,3396961,39,2.0241E+13,http://tong.visitkorea.or.kr/cms/resource/47/3396747_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3396747_image3_1.jpg,Type3,126.9710963,37.57998588,6,2.02411E+13,23,,이도림블로트,3036,청운효자동
"서울특별시 양천구 오목로50길 23 (신정동, 문창오피스텔)",104호,1,,음식,음식점,한식,3388482,39,2.0241E+13,http://tong.visitkorea.or.kr/cms/resource/32/3388432_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3388432_image3_1.jpg,Type3,126.8643743,37.52400715,6,2.02503E+13,19,,부빔,8023,신정4동
서울특별시 마포구 성미산로23길 44 (연남동),,1,,음식,음식점,카페/전통찻집,3373019,39,2.02409E+13,,,,126.9206097,37.56533113,6,2.02503E+13,13,,벌스가든,3979,연남동
서울특별시 용산구 한강대로 262 (남영동),,1,,음식,음식점,카페/전통찻집,3359119,39,2.02409E+13,,,,126.9732139,37.5417237,6,2.02503E+13,21,,고라니커피클럽,4352,남영동
서울특별시 중구 정동길 35 (정동),,1,,음식,음식점,카페/전통찻집,3354907,39,2.02408E+13,http://tong.visitkorea.or.kr/cms/resource/64/3427964_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3427964_image3_1.jpg,Type1,126.9723827,37.56610419,6,2.02411E+13,24,,라운드앤드,4518,소공동
서울특별시 광진구 능동로16길 30 (화양동),1층,1,,음식,음식점,서양식,3354875,39,2.02408E+13,http://tong.visitkorea.or.kr/cms/resource/76/3354876_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3354876_image3_1.jpg,Type3,127.0748434,37.54478628,6,2.02503E+13,6,,페르바코,5021,화양동
서울특별시 송파구 백제고분로9길 5 (잠실동),,1,,음식,음식점,카페/전통찻집,3334388,39,2.02407E+13,,,,127.0796884,37.50945436,6,2.02503E+13,18,,하우스서울,5561,잠실본동
서울특별시 중구 퇴계로87길 3-8 (황학동),,1,,음식,음식점,카페/전통찻집,3329779,39,2.02406E+13,,,,127.0209088,37.56617172,6,2.02503E+13,24,,올로지,4576,황학동
서울특별시 중구 삼일대로12길 16-6 (을지로2가),,1,,음식,음식점,카페/전통찻집,3318451,39,2.02406E+13,,,,126.9886229,37.56662386,6,2.02503E+13,24,,커피한약방,4542,명동
서울특별시 중구 명동8길 8-11 (명동2가),,1,,음식,음식점,한식,3303211,39,2.02405E+13,http://tong.visitkorea.or.kr/cms/resource/02/3303202_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/02/3303202_image3_1.JPG,Type3,126.9839762,37.56323251,6,2.02503E+13,24,,다올 숯불구이,4536,명동
서울특별시 강남구 언주로170길 20 (신사동),1층,1,,음식,음식점,카페/전통찻집,3115811,39,2.02404E+13,http://tong.visitkorea.or.kr/cms/resource/04/3300504_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3300504_image3_1.jpg,Type3,127.0352198,37.526721,6,2.02405E+13,1,,몽블랑드파리 강남점,6017,압구정동
서울특별시 용산구 신흥로20길 43 (후암동),,1,,음식,음식점,카페/전통찻집,3113785,39,2.02404E+13,,,,126.9840683,37.54744545,6,2.02503E+13,21,,어반클리프,4328,후암동
서울특별시 강남구 도산대로45길 10-5 (신사동),,1,,음식,음식점,서양식,3108201,39,2.02403E+13,http://tong.visitkorea.or.kr/cms/resource/91/3108191_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3108191_image3_1.jpg,Type3,127.036217,37.52348528,6,2.02403E+13,1,,에빗,6021,압구정동
서울특별시 중구 퇴계로85길 7 (황학동),,1,,음식,음식점,한식,3094724,39,2.02402E+13,http://tong.visitkorea.or.kr/cms/resource/16/3094716_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3094716_image3_1.jpg,Type3,127.0195506,37.56615503,6,2.02402E+13,24,,옥경이네 건생선,4576,황학동
서울특별시 중구 서소문로 109 (서소문동),,1,,음식,음식점,한식,3094657,39,2.02402E+13,http://tong.visitkorea.or.kr/cms/resource/54/3094654_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3094654_image3_1.jpg,Type3,126.9732355,37.56305178,6,2.02402E+13,24,,서화,4515,소공동
서울특별시 중구 남대문로5길 23 (북창동),,1,,음식,음식점,한식,3094628,39,2.02402E+13,http://tong.visitkorea.or.kr/cms/resource/21/3094621_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/21/3094621_image3_1.JPG,Type3,126.978935,37.56249084,6,2.02402E+13,24,,애성회관 한우곰탕,4526,소공동
서울특별시 중구 을지로1길 46 (다동),,1,,음식,음식점,한식,3094599,39,2.02402E+13,http://tong.visitkorea.or.kr/cms/resource/97/3094597_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/97/3094597_image3_1.JPG,Type3,126.9799514,37.56817353,6,2.02402E+13,24,,동원집,4521,명동
서울특별시 종로구 청계천로 35 (서린동),,1,,음식,음식점,한식,3094461,39,2.02402E+13,http://tong.visitkorea.or.kr/cms/resource/54/3094454_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3094454_image3_1.jpg,Type3,126.9813929,37.56939285,6,2.02402E+13,23,,호면정,3188,종로1·2·3·4가동
서울특별시 종로구 종로5길 7 (청진동),타워8빌딩 지하 2층,1,,음식,음식점,한식,3094421,39,2.02402E+13,http://tong.visitkorea.or.kr/cms/resource/20/3094420_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3094420_image3_1.jpg,Type3,126.9805735,37.57067047,6,2.02402E+13,23,,진진수라,3157,종로1·2·3·4가동
서울특별시 종로구 삼일대로17길 17 (관철동),,1,,음식,음식점,한식,3094357,39,2.02402E+13,,,,126.9865063,37.56911242,6,2.02402E+13,23,,신촌황소곱창,3190,종로1·2·3·4가동
서울특별시 종로구 무교로 42 (서린동),,1,,음식,음식점,일식,3094282,39,2.02402E+13,http://tong.visitkorea.or.kr/cms/resource/80/3094280_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3094280_image3_1.jpg,Type3,126.9795014,37.56972334,6,2.02402E+13,23,,신성일식,3188,종로1·2·3·4가동
서울특별시 종로구 삼일대로17길 15 (관철동),,1,,음식,음식점,한식,3094138,39,2.02402E+13,http://tong.visitkorea.or.kr/cms/resource/36/3094136_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3094136_image3_1.jpg,Type3,126.9866397,37.56913742,6,2.02402E+13,23,,샤오바오우육면 종로본점,3190,종로1·2·3·4가동
서울특별시 종로구 성균관로 9-1 (명륜2가),,1,,음식,음식점,한식,3094113,39,2.02402E+13,http://tong.visitkorea.or.kr/cms/resource/12/3094112_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3094112_image3_1.jpg,Type3,126.9979271,37.58383314,6,2.02402E+13,23,,나누미떡볶이,3073,혜화동
서울특별시 종로구 청계천로 85 (관철동),삼일빌딩 2층,1,,음식,음식점,한식,3094094,39,2.02402E+13,http://tong.visitkorea.or.kr/cms/resource/87/3094087_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3094087_image3_1.jpg,Type3,126.9871813,37.56870415,6,2.02402E+13,23,,31금룡,3190,종로1·2·3·4가동
서울특별시 동대문구 휘경로 16 (이문동),2층,1,,음식,음식점,한식,3094069,39,2.02402E+13,http://tong.visitkorea.or.kr/cms/resource/63/3094063_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3094063_image3_1.jpg,Type3,127.0616654,37.59571068,6,2.02402E+13,11,,구기우육도삭면,2441,이문1동
서울특별시 성동구 독서당로40길 25-1 (옥수동),1층 부부요리단,1,,음식,음식점,한식,3085313,39,2.02312E+13,,,,127.0175515,37.54286325,6,2.02401E+13,16,,부부요리단,4739,옥수동
서울특별시 종로구 백석동길 7 (부암동),,1,,음식,음식점,한식,3085030,39,2.02311E+13,http://tong.visitkorea.or.kr/cms/resource/98/3084498_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/98/3084498_image3_1.JPG,Type3,126.9656242,37.59292873,6,2.02402E+13,23,,부암동 계열사,3020,부암동
서울특별시 마포구 잔다리로6길 40-6 (서교동),3층,1,,인문(문화/예술/역사),체험관광지,이색체험,3082384,39,2.02312E+13,http://tong.visitkorea.or.kr/cms/resource/79/3082379_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/79/3082379_image3_1.JPG,Type3,126.92131,37.55217989,6,2.02401E+13,13,,홍대반지카페,4042,서교동
서울특별시 송파구 송파대로49길 37 (석촌동),,1,,음식,음식점,카페/전통찻집,3082222,39,2.02401E+13,http://tong.visitkorea.or.kr/cms/resource/94/3082194_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3082194_image3_1.jpg,Type3,127.1005838,37.50637176,6,2.02503E+13,18,,카페 마나랑,5611,석촌동
서울특별시 관악구 관악로14길 16 (봉천동),B1,1,,음식,음식점,서양식,3082020,39,2.02312E+13,http://tong.visitkorea.or.kr/cms/resource/16/3082016_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/16/3082016_image3_1.JPG,Type3,126.9534147,37.47912784,6,2.02401E+13,5,,쑥고개,8788,낙성대동
서울특별시 강남구 선릉로 524 (삼성동),대림아크로텔 109호,1,,음식,음식점,일식,3080912,39,2.02312E+13,http://tong.visitkorea.or.kr/cms/resource/08/3080908_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/08/3080908_image3_1.JPG,Type3,127.0483691,37.50668468,6,2.02401E+13,1,,잇쇼우,6161,삼성2동
서울특별시 강남구 언주로170길 22 (신사동),지하1층,1,,음식,음식점,서양식,3076413,39,2.02312E+13,,,,127.0354364,37.52666268,6,2.02411E+13,1,,키친마이야르,6017,압구정동
서울특별시 강서구 마곡중앙12로 10 (마곡동),코트야드 메리어트 서울 보타닉 파크,1,,음식,음식점,이색음식점,3076134,39,2.02312E+13,,,,126.8294429,37.56702652,6,2.02411E+13,4,,코트야드 메리어트 서울 보타닉 파크 가든키친,7789,가양1동
서울특별시 강남구 도산대로17길 10 (신사동),B1,1,,음식,음식점,카페/전통찻집,3075321,39,2.0231E+13,,,,127.0249376,37.51943555,6,2.02411E+13,1,,새들러하우스(SADDLER HAUS),6037,신사동
